,img,msrp,model,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Recommended fuel,Overall height,Overall Length,Overall Width,Wheelbase
2012 Audi R8 - 4.2 (R tronic) quattro Spyder,img.autobytel.com/2012/audi/r8/2-550-oemexteriorfront-66347.jpg,"136,800",2012 Audi R8,6,430,23.8,13,21,2,Premium Unleaded,49.3,174.5,75.0,104.3
2012 Audi R8 - 5.2 (M6) quattro Spyder,img.autobytel.com/2012/audi/r8/2-550-oemexteriorfront-66348.jpg,"162,700",2012 Audi R8,6,525,23.8,12,19,2,Premium Unleaded,49.3,174.5,75.0,104.3
2012 Audi R8 - 5.2 (R-tronic) quattro Spyder,img.autobytel.com/2012/audi/r8/2-550-oemexteriorfront-66349.jpg,"171,800",2012 Audi R8,6,525,23.8,13,19,2,Premium Unleaded,49.3,174.5,75.0,104.3
2012 Audi R8 - GT (R tronic) quattro Spyder,img.autobytel.com/2012/audi/r8/2-550-oemexteriorfront-67746.jpg,"210,300",2012 Audi R8,6,560,19.8,13,19,2,Premium Unleaded,49.3,174.5,75.0,104.3
2011 Audi R8 - 5.2 (M6) quattro Coupe,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-63707.jpg,"149,000",2011 Audi R8,6,525,23.8,12,19,2,Premium Unleaded,49.3,174.5,75.0,104.3
2011 Audi R8 - 5.2 quattro Coupe,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-63708.jpg,"158,100",2011 Audi R8,6,525,23.8,13,19,2,Premium Unleaded,49.3,174.5,75.0,104.3
2011 Audi R8 - 5.2 (M6) quattro Spyder,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-63709.jpg,"162,700",2011 Audi R8,6,525,23.8,12,19,2,Premium Unleaded,49.3,174.5,75.0,104.3
2011 Audi R8 - 5.2 quattro Spyder,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-63710.jpg,"171,800",2011 Audi R8,6,525,23.8,13,19,2,Premium Unleaded,49.3,174.5,75.0,104.3
2011 Audi R8 - 4.2 (M6) quattro Coupe,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-64656.jpg,"114,200",2011 Audi R8,6,430,23.8,11,20,2,Premium Unleaded,49.3,174.5,75.0,104.3
2011 Audi R8 - 4.2 quattro Coupe,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-64657.jpg,"123,300",2011 Audi R8,6,430,23.8,13,21,2,Premium Unleaded,49.3,174.5,75.0,104.3
2011 Audi R8 - 4.2 (M6) quattro Spyder,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-65315.jpg,"127,700",2011 Audi R8,6,430,23.8,11,20,2,Premium Unleaded,49.3,174.5,75.0,104.3
2011 Audi R8 - 4.2 quattro Spyder,img.autobytel.com/2011/audi/r8/2-550-oemexteriorfront-65316.jpg,"136,800",2011 Audi R8,6,430,23.8,13,21,2,Premium Unleaded,49.3,174.5,75.0,104.3
2010 Audi R8 - 4.2 (M6),img.autobytel.com/2010/audi/r8/2-550-oemexteriorfront-53109.jpg,"114,200",2010 Audi R8,6,420,23.8,12,19,2,Premium Unleaded,49.3,174.5,75.0,104.3
2010 Audi R8 - 4.2,img.autobytel.com/2010/audi/r8/2-550-oemexteriorfront-53110.jpg,"123,300",2010 Audi R8,,,23.8,,,,premium unleaded,,,,"2,649mm (104.3"
2010 Audi R8 - 5.2 (M6),img.autobytel.com/2010/audi/r8/2-550-oemexteriorfront-53143.jpg,"146,000",2010 Audi R8,6,525,23.8,12,20,2,Premium Unleaded,49.3,174.5,75.0,104.3
2010 Audi R8 - 5.2,img.autobytel.com/2010/audi/r8/2-550-oemexteriorfront-53144.jpg,"155,100",2010 Audi R8,,,23.8,,,,premium unleaded,,,,"2,649mm (104.3"
2009 Audi R8 - (M6),img.autobytel.com/2009/audi/r8/2-550-oemexteriorfront-49803.jpg,"114,200",2009 Audi R8,6,420,23.8,12,19,2,Premium Unleaded,49.3,174.5,75.0,104.3
2009 Audi R8 - Base,img.autobytel.com/2009/audi/r8/2-550-oemexteriorfront-49804.jpg,"123,300",2009 Audi R8,6,420,23.8,13,18,2,Premium Unleaded,49.3,174.5,75.0,104.3
2008 Audi R8 - (M6),img.autobytel.com/2008/audi/r8/2-550-oemexteriorfront-44491.jpg,"109,000",2008 Audi R8,6,420,23.8,13,20,2,Premium Unleaded,49.3,174.5,75.0,104.3
2008 Audi R8 - Base,img.autobytel.com/2008/audi/r8/2-550-oemexteriorfront-44492.jpg,"118,000",2008 Audi R8,6,420,23.8,13,18,2,Premium Unleaded,49.3,174.5,75.0,104.3
2023 Audi e-tron - Premium,img.autobytel.com/2023/audi/e-tron/2-550-oem-exterior-front1300-100624.jpg,"70,800",2023 Audi e-tron,1,355,,78,79,5,Electric,65.5,193.0,76.2,115.3
2023 Audi e-tron - S line,img.autobytel.com/550-no-img-avail.jpg,"74,000",2023 Audi e-tron,1,355,,77,80,5,Electric,65.0,193.0,76.2,115.0
2022 Audi e-tron - Premium,img.autobytel.com/2022/audi/e-tron/2-550-oem-exterior-front1300-97776.jpg,"65,900",2022 Audi e-tron,1,355,,78,77,5,Electric,65.5,193.0,76.2,115.3
2022 Audi e-tron - S line,img.autobytel.com/2022/audi/e-tron/2-550-oem-exterior-front1300-97777.jpg,"69,100",2022 Audi e-tron,1,355,,76,78,5,Electric,65.0,193.0,76.2,115.0
2021 Audi e-tron - e-tron,img.autobytel.com/2021/audi/e-tron/2-550-oem-exterior-front1300-94947.jpg,"65,900",2021 Audi e-tron,1,355,,78,77,5,Electric,65.5,193.0,76.2,115.3
2021 Audi e-tron - e-tron Sportback,img.autobytel.com/2021/audi/e-tron/2-550-oem-exterior-front1300-94948.jpg,"69,100",2021 Audi e-tron,1,355,,76,78,5,Electric,65.0,193.0,76.2,115.0
2020 Audi e-tron - Premium Plus,img.autobytel.com/2020/audi/e-tron/2-550-oem-exterior-front1300-94267.jpg,"77,400",2020 Audi e-tron,1,355,,76,78,5,Electric,65.0,193.0,76.2,115.0
2019 Audi e-tron - Premium Plus,img.autobytel.com/2019/audi/e-tron/2-550-oemexteriorfront1300-89880.jpg,"74,800",2019 Audi e-tron,1,355,,74,73,5,Electric,65.5,193.0,76.3,115.3
2023 Audi A8 - L 55,img.autobytel.com/2023/audi/a8/2-550-oem-exterior-front1300-100583.jpg,"87,800",2023 Audi A8,8,335,21.7,19,28,5,Premium Unleaded,58.6,208.7,76.6,123.2
2022 Audi A8 - L 55,img.autobytel.com/2022/audi/a8/2-550-oem-exterior-front1300-100384.jpg,"86,500",2022 Audi A8,8,335,21.7,19,28,5,Premium Unleaded,58.6,208.7,76.6,123.2
2021 Audi A8 - 55,img.autobytel.com/2021/audi/a8/2-550-oemexteriorfront1300-93898.JPG,"86,500",2021 Audi A8,8,335,21.7,17,26,5,Premium Unleaded,58.6,208.7,76.6,123.2
2021 Audi A8 - 60,img.autobytel.com/2021/audi/a8/2-550-oemexteriorfront1300-93899.JPG,"98,900",2021 Audi A8,8,453,21.7,15,23,5,Premium Unleaded,58.5,208.7,76.6,123.1
2020 Audi A8 - 55,img.autobytel.com/2020/audi/a8/2-550-oemexteriorfront1300-93545.JPG,"85,200",2020 Audi A8,8,335,21.7,17,26,5,Premium Unleaded,58.5,208.7,76.6,123.1
2020 Audi A8 - 60,img.autobytel.com/2020/audi/a8/2-550-oemexteriorfront1300-93546.JPG,"96,800",2020 Audi A8,8,453,21.7,15,23,5,Premium Unleaded,58.5,208.7,76.6,123.1
2019 Audi A8 - 55,img.autobytel.com/2019/audi/a8/2-550-oemexteriorfront1300-88512.jpg,"83,800",2019 Audi A8,8,335,21.7,19,27,5,Premium Unleaded,58.5,208.7,76.6,123.1
2019 Audi A8 - 60,img.autobytel.com/2019/audi/a8/2-550-oemexteriorfront1300-91797.JPG,"96,800",2019 Audi A8,8,460,21.7,15,23,5,Premium Unleaded,58.5,208.7,76.6,123.1
2018 Audi A8 - 3.0T,img.autobytel.com/2018/audi/a8/2-550-oemexteriorfront1300-83702.jpg,"82,500",2018 Audi A8,8,333,21.7,19,29,5,Premium Unleaded,57.9,207.4,76.7,122.9
2018 Audi A8 - 4.0T Sport,img.autobytel.com/2018/audi/a8/2-550-oemexteriorfront1300-83703.jpg,"92,000",2018 Audi A8,8,450,21.7,16,26,5,Premium Unleaded,57.9,207.4,76.7,122.9
2017 Audi A8 - 3.0T,img.autobytel.com/2017/audi/a8/2-550-oemexteriorfront1300-80668.jpg,"82,500",2017 Audi A8,,,21.7,,,,Premium Unleaded,,,,"3,122mm (122.9"
2017 Audi A8 - 4.0T Sport,img.autobytel.com/2017/audi/a8/2-550-oemexteriorfront1300-80669.jpg,"91,500",2017 Audi A8,,,21.7,,,,Premium Unleaded,,,,"3,122mm (122.9"
2016 Audi A8 - 3.0T quattro Long Wheelbase Sedan,img.autobytel.com/2016/audi/a8/2-550-oemexteriorfront1300-77050.jpg,"81,500",2016 Audi A8,,,21.7,,,,Premium Unleaded,,,,"3,122mm (122.9"
2016 Audi A8 - 3.0 TDI quattro Long Wheelbase Sedan,img.autobytel.com/2016/audi/a8/2-550-oemexteriorfront1300-77051.jpg,"85,200",2016 Audi A8,,,21.7,,,,Diesel,,,,"3,122mm (122.9"
2016 Audi A8 - W12 6.3 quattro Long Wheelbase Sedan,img.autobytel.com/2016/audi/a8/2-550-oemexteriorfront1300-77052.jpg,"137,900",2016 Audi A8,,,21.7,,,,Premium Unleaded,,,,"3,122mm (122.9"
2016 Audi A8 - quattro Sedan,img.autobytel.com/2016/audi/a8/2-550-oemexteriorfront1300-77053.jpg,"77,400",2016 Audi A8,,,21.7,,,,Premium Unleaded,,,,"2,992mm (117.8"
2016 Audi A8 - 4.0T Sport quattro Long Wheelbase Sedan,img.autobytel.com/2016/audi/a8/2-550-oemexteriorfront1300-77866.jpg,"90,500",2016 Audi A8,,,21.7,,,,Premium Unleaded,,,,"3,122mm (122.9"
2015 Audi A8 - 3.0T quattro Long Wheelbase Sedan,img.autobytel.com/2015/audi/a8/2-550-oemexteriorfront1300-73791.jpg,"81,400",2015 Audi A8,8,333,21.7,19,29,5,Premium Unleaded,57.9,207.4,76.7,122.9
2015 Audi A8 - 4.0T quattro Long Wheelbase Sedan,img.autobytel.com/2015/audi/a8/2-550-oemexteriorfront1300-73792.jpg,"90,400",2015 Audi A8,8,435,21.7,18,29,5,Premium Unleaded,57.9,207.4,76.7,122.9
2015 Audi A8 - 3.0 TDI (Tiptronic) quattro Long Wheelbase Sedan,img.autobytel.com/2015/audi/a8/2-550-oemexteriorfront1300-73793.jpg,"85,100",2015 Audi A8,8,240,21.7,24,36,5,Diesel,57.9,207.4,76.7,122.9
2015 Audi A8 - W12 6.3 (Tiptronic) quattro Long Wheelbase Sedan,img.autobytel.com/2015/audi/a8/2-550-oemexteriorfront1300-73794.jpg,"137,900",2015 Audi A8,8,500,21.7,14,22,4,Premium Unleaded,57.9,207.3,76.7,122.9
2015 Audi A8 - 3.0T quattro Sedan,img.autobytel.com/2015/audi/a8/2-550-oemexteriorfront1300-73795.jpg,"77,400",2015 Audi A8,8,333,21.7,19,29,5,Premium Unleaded,57.5,202.2,76.7,117.8
2015 Audi A8 - 4.0T quattro Sedan,img.autobytel.com/2015/audi/a8/2-550-oemexteriorfront1300-73796.jpg,"86,400",2015 Audi A8,8,435,21.7,18,30,5,Premium Unleaded,57.5,202.2,76.7,117.8
2014 Audi A8 - 3.0T quattro Long Wheelbase Sedan,img.autobytel.com/2014/audi/a8/2-550-oemexteriorfront-71266.jpg,"78,800",2014 Audi A8,8,333,23.8,18,28,5,Premium Unleaded,57.9,207.4,76.7,122.9
2014 Audi A8 - 4.0T quattro Long Wheelbase Sedan,img.autobytel.com/2014/audi/a8/2-550-oemexteriorfront-71267.jpg,"87,600",2014 Audi A8,8,420,23.8,16,26,5,Premium Unleaded,57.9,207.4,76.7,122.9
2014 Audi A8 - W12 6.3 quattro Long Wheelbase Sedan,img.autobytel.com/2014/audi/a8/2-550-threequartersview101-71268.jpg,"135,900",2014 Audi A8,8,500,23.8,13,21,4,Premium Unleaded,57.9,207.4,76.7,122.9
2014 Audi A8 - 4.0T quattro Sedan,img.autobytel.com/2014/audi/a8/2-550-oemexteriorfront-71270.jpg,"83,900",2014 Audi A8,8,420,23.8,17,28,5,Premium Unleaded,57.5,202.2,76.7,117.8
2013 Audi A8 - 3.0T quattro Long Wheelbase Sedan,img.autobytel.com/2013/audi/a8/2-550-oemexteriorfront-68316.jpg,"78,500",2013 Audi A8,8,333,23.8,18,28,5,Premium Unleaded,57.9,207.4,76.7,122.9
2013 Audi A8 - 3.0T quattro Sedan,img.autobytel.com/2013/audi/a8/2-550-oemexteriorfront-68317.jpg,"72,200",2013 Audi A8,8,333,23.8,18,28,5,Premium Unleaded,57.5,202.2,76.7,117.8
2013 Audi A8 - 4.0T quattro Long Wheelbase Sedan,img.autobytel.com/2013/audi/a8/2-550-oemexteriorfront-69752.jpg,"87,200",2013 Audi A8,8,420,23.8,16,26,5,Premium Unleaded,57.9,207.4,76.7,122.9
2013 Audi A8 - 4.0T quattro Sedan,img.autobytel.com/2013/audi/a8/2-550-oemexteriorfront-69753.jpg,"80,900",2013 Audi A8,8,420,23.8,17,28,5,Premium Unleaded,57.5,202.2,76.7,117.8
2012 Audi A8 - W12 6.3 quattro Long Wheelbase Sedan,img.autobytel.com/2012/audi/a8/2-550-oemexteriorfront-65779.jpg,"133,500",2012 Audi A8,8,500,23.8,14,21,4,Premium Unleaded,57.9,207.4,76.7,122.9
2012 Audi A8 - 4.2 quattro Long Wheelbase Sedan,img.autobytel.com/2012/audi/a8/2-550-oemexteriorfront-66330.jpg,"84,700",2012 Audi A8,8,372,23.8,18,28,5,Premium Unleaded,57.9,207.4,76.7,122.9
2012 Audi A8 - quattro Sedan,img.autobytel.com/2012/audi/a8/2-550-oemexteriorfront-66331.jpg,"78,750",2012 Audi A8,8,372,23.8,18,28,5,Premium Unleaded,57.5,202.2,76.7,117.8
2011 Audi A8 - quattro Long Wheelbase Sedan,img.autobytel.com/2011/audi/a8/2-550-oemexteriorfront-64278.jpg,"84,000",2011 Audi A8,8,372,23.8,17,27,5,Premium Unleaded,57.9,207.4,76.7,122.9
2011 Audi A8 - quattro Sedan,img.autobytel.com/2011/audi/a8/2-550-oemexteriorfront-64279.jpg,"78,050",2011 Audi A8,8,372,23.8,17,27,5,Premium Unleaded,57.5,202.2,76.7,117.8
2010 Audi A8 - quattro Long Wheelbase Sedan,img.autobytel.com/2010/audi/a8/2-550-oemexteriorfront-61414.jpg,"79,900",2010 Audi A8,6,350,23.8,16,23,5,Premium Unleaded,57.3,204.4,74.6,121.0
2010 Audi A8 - quattro Sedan,img.autobytel.com/2010/audi/a8/2-550-oemexteriorfront-61415.jpg,"76,000",2010 Audi A8,6,350,23.8,16,23,5,Premium Unleaded,56.9,199.3,74.6,115.9
2009 Audi A8 - L 4.2 quattro Long Wheelbase Sedan,img.autobytel.com/2009/audi/a8/2-550-oemexteriorfront-50087.jpg,"77,900",2009 Audi A8,,,23.8,,,,Premium Unleaded,,,,"3,073mm (121.0"
2009 Audi A8 - W12 quattro Long Wheelbase Sedan,img.autobytel.com/2009/audi/a8/2-550-oemexteriorfront-50088.jpg,"120,100",2009 Audi A8,,,23.8,,,,Premium Unleaded,,,,"3,073mm (121.0"
2009 Audi A8 - quattro Sedan,img.autobytel.com/2009/audi/a8/2-550-oemexteriorfront-50128.jpg,"74,050",2009 Audi A8,,,23.8,,,,Premium Unleaded,,,,"2,944mm (115.9"
2008 Audi A8 - quattro Sedan,img.autobytel.com/2008/audi/a8/2-550-oemexteriorfront-45832.jpg,"70,690",2008 Audi A8,6,350,23.8,16,23,5,Premium Unleaded,56.9,199.3,74.6,115.9
2008 Audi A8 - L 4.2 quattro Long Wheelbase Sedan,img.autobytel.com/2008/audi/a8/2-550-oemexteriorfront-45856.jpg,"74,690",2008 Audi A8,6,350,23.8,16,23,5,Premium Unleaded,57.3,204.4,74.6,121.0
2008 Audi A8 - W12 quattro Long Wheelbase Sedan,img.autobytel.com/2008/audi/a8/2-550-oemexteriorfront-45857.jpg,"120,100",2008 Audi A8,6,450,23.8,15,21,4,Premium Unleaded,57.3,204.4,74.6,121.0
2007 Audi A8 - quattro Sedan,img.autobytel.com/2007/audi/a8/2-550-oemexteriorfront-42927.jpg,"68,900",2007 Audi A8,6,350,23.8,18,25,5,Premium Unleaded,56.9,199.3,74.6,115.9
2007 Audi A8 - L 4.2 quattro Long Wheelbase Sedan,img.autobytel.com/2007/audi/a8/2-550-oemexteriorfront-42942.jpg,"72,900",2007 Audi A8,6,350,23.8,18,25,5,Premium Unleaded,57.3,204.4,74.6,121.0
2007 Audi A8 - W12 quattro Long Wheelbase Sedan,img.autobytel.com/2007/audi/a8/2-550-oemexteriorfront-42943.jpg,"119,350",2007 Audi A8,6,450,23.8,14,21,4,Premium Unleaded,57.3,204.4,74.6,121.0
2006 Audi A8 - Quattro Sedan,img.autobytel.com/2006/audi/a8/2-550-oemexteriorfront-40175.jpg,"68,130",2006 Audi A8,6,335,23.8,17,24,5,Premium Unleaded,56.9,199.3,74.6,115.9
2006 Audi A8 - L 4.2 Quattro Long Wheelbase Sedan,img.autobytel.com/2006/audi/a8/2-550-oemexteriorfront-40477.jpg,"72,090",2006 Audi A8,6,335,23.8,17,24,5,Premium Unleaded,57.3,204.4,74.6,121.0
2006 Audi A8 - W12 Quattro Long Wheelbase Sedan,img.autobytel.com/2006/audi/a8/2-550-oemexteriorfront-40478.jpg,"118,190",2006 Audi A8,6,450,23.8,15,21,4,Premium Unleaded,57.3,204.4,74.6,121.0
2005 Audi A8 - Quattro Sedan,img.autobytel.com/2005/audi/a8/2-550-oemexteriorfront-37402.jpg,"66,590",2005 Audi A8,6,335,23.8,18,24,5,Premium Unleaded,56.9,198.9,74.6,115.9
2005 Audi A8 - W12 Quattro Long Wheelbase Sedan,img.autobytel.com/2005/audi/a8/2-550-oemexteriorfront-39056.jpg,"117,400",2005 Audi A8,6,450,23.8,15,21,4,Premium Unleaded,57.3,204.4,74.6,121.0
2004 Audi A8 - Base,img.autobytel.com/2004/audi/a8/2-550-oemexteriorfront-31317.jpg,"68,500",2004 Audi A8,6,330,23.8,17,24,5,Premium Unleaded,57.3,204.0,74.6,121.1
2003 Audi A8 - Quattro Sedan,img.autobytel.com/2003/audi/a8/2-550-oemexteriorview-25144.jpg,"62,200",2003 Audi A8,5,310,23.7,17,24,5,Premium Unleaded,56.6,198.2,79.0,113.4
2003 Audi A8 - Quattro Long Wheelbase Sedan,img.autobytel.com/2003/audi/a8/2-550-oemexteriorview-25145.jpg,"67,200",2003 Audi A8,5,310,24.2,17,24,5,Premium Unleaded,56.6,203.3,79.0,118.5
2002 Audi A8 - Quattro Sedan,img.autobytel.com/2002/audi/a8/2-550-oemexteriorview-24156.jpg,"62,200",2002 Audi A8,5,310,23.7,17,25,5,Premium Unleaded,56.6,198.2,79.0,113.4
2002 Audi A8 - Quattro Long Wheelbase Sedan,img.autobytel.com/2002/audi/a8/2-550-oemexteriorview-24157.jpg,"67,200",2002 Audi A8,5,310,24.2,17,25,5,Premium Unleaded,56.6,203.3,79.0,118.5
2001 Audi A8 - Quattro Sedan,img.autobytel.com/2001/audi/a8/2-550-oemexteriorview-56662.jpg,"62,200",2001 Audi A8,5,310,23.7,17,25,5,Premium Unleaded,56.6,198.2,79.0,113.4
2001 Audi A8 - Quattro Long Wheelbase Sedan,img.autobytel.com/2001/audi/a8/2-550-threequartersview-56663.jpg,"67,900",2001 Audi A8,5,310,24.2,17,25,5,Premium Unleaded,56.6,203.3,79.0,118.5
2000 Audi A8 - Quattro Sedan,img.autobytel.com/2000/audi/a8/2-550-oemexteriorview-55157.jpg,"62,000",2000 Audi A8,5,310,23.7,17,24,5,Premium Unleaded,56.6,198.2,79.0,113.4
2000 Audi A8 - Quattro Long Wheelbase Sedan,img.autobytel.com/2000/audi/a8/2-550-oemexteriorview-55158.jpg,"67,900",2000 Audi A8,5,310,24.2,17,24,5,Premium Unleaded,56.6,203.3,79.0,118.5
1999 Audi A8 - FWD,img.autobytel.com/1999/audi/a8/2-550-oemexteriorview-53665.jpg,"57,400",1999 Audi A8,5,230,23.7,17,26,5,Premium Unleaded,56.7,198.2,74.0,113.0
1999 Audi A8 - AWD,img.autobytel.com/1999/audi/a8/2-550-oemexteriorview-53666.jpg,"65,000",1999 Audi A8,5,300,23.7,17,25,5,Premium Unleaded,56.7,198.2,74.0,113.0
2023 Audi A4 - 40,img.autobytel.com/2023/audi/a4/2-550-oem-exterior-front1300-100578.jpg,"40,300",2023 Audi A4,7,201,15.3,24,33,5,Premium Unleaded,56.2,187.5,72.7,111.0
2023 Audi A4 - 45 S line,img.autobytel.com/2023/audi/a4/2-550-oem-exterior-front1300-100579.jpg,"42,400",2023 Audi A4,7,261,15.3,24,32,5,Premium Unleaded,56.2,187.5,72.7,111.0
2022 Audi A4 - 40,img.autobytel.com/2022/audi/a4/2-550-oem-exterior-front1300-97735.jpg,"39,900",2022 Audi A4,7,201,15.3,26,34,5,Premium Unleaded,56.2,187.5,72.7,111.0
2022 Audi A4 - 45 S line,img.autobytel.com/2022/audi/a4/2-550-oem-exterior-front1300-97736.jpg,"42,000",2022 Audi A4,7,261,15.3,24,31,5,Premium Unleaded,56.2,187.5,72.7,111.0
2021 Audi A4 - 40,img.autobytel.com/2021/audi/a4/2-550-oem-exterior-front1300-93893.jpg,"39,100",2021 Audi A4,7,201,15.3,24,31,5,Premium Unleaded,56.2,187.5,72.7,111.0
2021 Audi A4 - 45,img.autobytel.com/2021/audi/a4/2-550-oem-exterior-front1300-93894.jpg,"40,900",2021 Audi A4,7,261,15.3,24,31,5,Premium Unleaded,56.2,187.5,72.7,111.0
2020 Audi A4 - FWD Sedan,img.autobytel.com/2020/audi/a4/2-550-oemexteriorfront1300-93644.JPG,"37,400",2020 Audi A4,7,188,15.3,27,35,5,Premium Unleaded,56.2,187.5,72.7,111.0
2020 Audi A4 - quattro Sedan with S tronic,img.autobytel.com/2020/audi/a4/2-550-oemexteriorfront1300-93645.JPG,"40,900",2020 Audi A4,7,248,15.3,24,32,5,Premium Unleaded,56.2,187.5,72.7,111.0
2019 Audi A4 - FWD Sedan,img.autobytel.com/2019/audi/a4/2-550-oemexteriorfront1300-89663.jpg,"37,400",2019 Audi A4,7,188,15.3,27,34,5,Premium Unleaded,56.2,186.1,72.5,111.0
2019 Audi A4 - quattro Sedan with S tronic,img.autobytel.com/2019/audi/a4/2-550-oemexteriorfront1300-89664.jpg,"42,000",2019 Audi A4,7,248,15.3,23,34,5,Premium Unleaded,56.2,186.1,72.5,111.0
2019 Audi A4 - Titanium FWD Sedan,img.autobytel.com/2019/audi/a4/2-550-threequartersview101-90470.jpg,"39,200",2019 Audi A4,7,188,15.3,27,34,5,Premium Unleaded,56.2,186.1,72.5,111.0
2018 Audi A4 - FWD Sedan,img.autobytel.com/2018/audi/a4/2-550-oemexteriorfront1300-83695.jpg,"36,000",2018 Audi A4,7,190,15.3,27,37,5,Premium Unleaded,56.2,186.1,72.5,111.0
2018 Audi A4 - (S tronic) quattro Sedan,img.autobytel.com/2018/audi/a4/2-550-oemexteriorfront1300-83696.jpg,"40,500",2018 Audi A4,7,252,15.3,24,34,5,Premium Unleaded,56.2,186.1,72.5,111.0
2018 Audi A4 - (M6) quattro Sedan,img.autobytel.com/2018/audi/a4/2-550-oemexteriorfront1300-83697.jpg,"40,500",2018 Audi A4,6,252,15.3,24,33,5,Premium Unleaded,56.2,186.1,72.5,111.0
2018 Audi A4 - Tech FWD Sedan,img.autobytel.com/2018/audi/a4/2-550-oemexteriorfront1300-87977.jpg,"38,700",2018 Audi A4,7,190,15.3,27,37,5,Premium Unleaded,56.2,186.1,72.5,111.0
2018 Audi A4 - Tech (S tronic) quattro Sedan,img.autobytel.com/2018/audi/a4/2-550-oemexteriorfront1300-87978.jpg,"43,200",2018 Audi A4,7,252,15.3,24,34,5,Premium Unleaded,56.2,186.1,72.5,111.0
2018 Audi A4 - Tech (M6) quattro Sedan,img.autobytel.com/2018/audi/a4/2-550-oemexteriorfront1300-87979.jpg,"43,200",2018 Audi A4,6,252,15.3,24,33,5,Premium Unleaded,56.2,186.1,72.5,111.0
2017 Audi A4 - FWD Sedan w/o Sunroof,img.autobytel.com/2017/audi/a4/2-550-oemexteriorfront1300-79947.jpg,"37,300",2017 Audi A4,7,252,15.3,25,33,5,Premium Unleaded,56.2,186.1,72.5,111.0
2017 Audi A4 - quattro Sedan with S tronic,img.autobytel.com/2017/audi/a4/2-550-oemexteriorfront1300-79948.jpg,"39,400",2017 Audi A4,7,252,15.3,24,31,5,Premium Unleaded,56.2,186.1,72.5,111.0
2017 Audi A4 - ultra FWD Sedan,img.autobytel.com/2017/audi/a4/2-550-oemexteriorfront1300-81832.jpg,"34,900",2017 Audi A4,7,190,15.3,27,37,5,Premium Unleaded,56.2,186.1,72.5,111.0
2017 Audi A4 - (M6) quattro Sedan,img.autobytel.com/2017/audi/a4/2-550-oemexteriorfront1300-82738.jpg,"39,400",2017 Audi A4,6,252,15.3,24,33,5,Premium Unleaded,56.2,186.1,72.5,111.0
2017 Audi A4 - Season of Audi ultra FWD Sedan,img.autobytel.com/2017/audi/a4/2-550-oemexteriorfront1300-82860.jpg,"37,850",2017 Audi A4,7,190,15.3,27,37,5,Premium Unleaded,56.2,186.1,72.5,111.0
2016 Audi A4 - FrontTrak FrontTrak Sedan,img.autobytel.com/2016/audi/a4/2-550-oemexteriorfront1300-77047.jpg,"35,900",2016 Audi A4,Continuously variable,220,16.1,24,31,5,Premium Unleaded,56.2,185.1,71.9,110.6
2016 Audi A4 - (M6) quattro Sedan,img.autobytel.com/2016/audi/a4/2-550-oemexteriorfront1300-77048.jpg,"37,000",2016 Audi A4,6,220,16.1,22,32,5,Premium Unleaded,56.2,185.1,71.9,110.6
2016 Audi A4 - (Tiptronic) quattro Sedan,img.autobytel.com/2016/audi/a4/2-550-oemexteriorfront1300-77049.jpg,"38,000",2016 Audi A4,8,220,16.1,21,30,5,Premium Unleaded,56.2,185.1,71.9,110.6
2015 Audi A4 - FrontTrak FrontTrak Sedan w/o Sunroof,img.autobytel.com/2015/audi/a4/2-550-oemexteriorfront1300-74122.jpg,"35,500",2015 Audi A4,Continuously variable,220,16.1,24,32,5,Premium Unleaded,56.2,185.1,71.9,110.6
2015 Audi A4 - (M6) quattro Sedan,img.autobytel.com/2015/audi/a4/2-550-oemexteriorfront1300-74123.jpg,"36,400",2015 Audi A4,6,220,16.1,22,32,5,Premium Unleaded,56.2,185.1,71.9,110.6
2015 Audi A4 - quattro Sedan,img.autobytel.com/2015/audi/a4/2-550-oemexteriorfront1300-74201.jpg,"37,600",2015 Audi A4,8,220,16.1,22,31,5,Premium Unleaded,56.2,185.1,71.9,110.6
2014 Audi A4 - Premium FrontTrak FrontTrak Sedan,img.autobytel.com/2014/audi/a4/3-550-060314%20audi%20a4%202014-71258.jpg,"33,800",2014 Audi A4,Continuously variable,220,16.1,24,32,5,Premium Unleaded,56.2,185.1,71.9,110.6
2014 Audi A4 - (M6) quattro Sedan,img.autobytel.com/2014/audi/a4/3-550-060314%20audi%20a4%202014-71259.jpg,"34,700",2014 Audi A4,6,220,16.1,22,32,5,Premium Unleaded,56.2,185.1,71.9,110.6
2014 Audi A4 - quattro Sedan,img.autobytel.com/2014/audi/a4/3-550-060314%20audi%20a4%202014-71260.jpg,"35,900",2014 Audi A4,8,220,16.1,20,29,5,Premium Unleaded,56.2,185.1,71.9,110.6
