,img,msrp,model,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Recommended fuel,Overall height,Overall Length,Overall Width,Wheelbase
2021 Audi S7 - 2.9T Premium Plus,img.autobytel.com/2021/audi/s7/2-550-oemexteriorfront1300-93909.JPG,"84,400",2021 Audi S7,8,444,19.3,18,28,5,Premium Unleaded,55.8,196.0,75.1,115.3
2020 Audi S7 - 2.9T Premium Plus,img.autobytel.com/2020/audi/s7/2-550-oemexteriorfront1300-92035.JPG,"83,900",2020 Audi S7,8,444,19.3,18,28,5,Premium Unleaded,55.8,196.0,75.1,115.3
2018 Audi S7 - 4.0T Premium Plus,img.autobytel.com/2018/audi/s7/2-550-oemexterior3/4frontrightfacing1308-83717.jpg,"81,200",2018 Audi S7,7,450,19.8,16,24,4,Premium Unleaded,55.0,196.3,75.2,114.8
2017 Audi S7 - 4.0T Premium Plus,img.autobytel.com/2017/audi/s7/2-550-oemexterior3/4frontrightfacing1308-80714.jpg,"79,900",2017 Audi S7,,,19.8,,,,Premium Unleaded,,,,"2,916mm (114.8"
2016 Audi S7 - 4.0T,img.autobytel.com/2016/audi/s7/3-550-042815%202016%20audi%20s7-76778.jpg,"82,900",2016 Audi S7,,,19.8,,,,Premium Unleaded,,,,"2,916mm (114.8"
2015 Audi S7 - 4.0T,img.autobytel.com/2015/audi/s7/3-550-060314%20audi%20s7%202015-74139.jpg,"82,500",2015 Audi S7,7,420,19.8,17,27,4,Premium Unleaded,55.9,195.6,75.2,114.7
2014 Audi S7 - Base,img.autobytel.com/2014/audi/s7/3-550-060314%20audi%20s7%202014-71281.jpg,"80,200",2014 Audi S7,7,420,19.8,17,27,4,Premium Unleaded,55.9,195.6,75.2,114.7
2013 Audi S7 - Base,img.autobytel.com/2013/audi/s7/3-550-s7-68625.jpg,"78,800",2013 Audi S7,7,420,19.8,17,27,4,Premium Unleaded,55.9,195.6,75.2,114.7
2023 Audi S6 - 2.9T Premium,img.autobytel.com/2023/audi/s6/2-550-oem-exterior-front1300-100582.jpg,"73,700",2023 Audi S6,8,444,19.3,19,26,5,Premium Unleaded,56.9,195.0,74.3,115.3
2022 Audi S6 - 2.9T Premium Plus,img.autobytel.com/2022/audi/s6/2-550-oem-exterior-front1300-97739.jpg,"74,800",2022 Audi S6,8,444,19.3,18,28,5,Premium Unleaded,56.9,195.0,74.3,115.3
2021 Audi S6 - 2.9T Premium Plus,img.autobytel.com/2021/audi/s6/2-550-oemexteriorfront1300-93897.JPG,"74,400",2021 Audi S6,8,444,19.3,18,28,5,Premium Unleaded,56.9,195.0,74.3,115.3
2020 Audi S6 - 2.9T Premium Plus,img.autobytel.com/2020/audi/s6/2-550-oemexteriorfront1300-92595.JPG,"73,900",2020 Audi S6,8,444,19.3,18,28,5,Premium Unleaded,56.9,195.0,74.3,115.3
2018 Audi S6 - 4.0T Premium Plus,img.autobytel.com/2018/audi/s6/2-550-oemexteriorprofilerightfacing1310-83701.jpg,"71,900",2018 Audi S6,7,450,19.8,16,24,5,Premium Unleaded,56.8,194.4,73.8,114.8
2017 Audi S6 - 4.0T Premium Plus,img.autobytel.com/2017/audi/s6/2-550-oemexterior3/4frontrightfacing1308-80667.jpg,"70,900",2017 Audi S6,,,19.8,,,,Premium Unleaded,,,,"2,916mm (114.8"
2016 Audi S6 - 4.0T Premium Plus,img.autobytel.com/2016/audi/s6/3-550-042815%202016%20audi%20s6-76775.jpg,"70,900",2016 Audi S6,,,19.8,,,,Premium Unleaded,,,,"2,916mm (114.8"
2015 Audi S6 - 4.0T,img.autobytel.com/2015/audi/s6/3-550-091614%202015%20audi%20s6-74128.jpg,"75,500",2015 Audi S6,7,420,19.8,17,27,5,Premium Unleaded,57.8,193.9,73.8,114.7
2014 Audi S6 - Base,img.autobytel.com/2014/audi/s6/2-550-oemexteriorfront-71265.jpg,"73,400",2014 Audi S6,7,420,19.8,17,27,5,Premium Unleaded,57.8,193.9,73.8,114.7
2013 Audi S6 - Base,img.autobytel.com/2013/audi/s6/3-550-s6-68612.jpg,"71,900",2013 Audi S6,7,420,19.8,17,27,5,Premium Unleaded,57.8,193.9,73.8,114.7
2011 Audi S6 - Base,img.autobytel.com/2011/audi/s6/2-550-oemexteriorfront-63798.jpg,"76,100",2011 Audi S6,6,435,21.1,14,19,5,Premium Unleaded,57.0,193.5,73.4,112.1
2010 Audi S6 - Base,img.autobytel.com/2010/audi/s6/2-550-oemexteriorfront-61413.jpg,"76,100",2010 Audi S6,,,21.1,,,,Premium Unleaded,,,,"2,847mm (112.1"
2009 Audi S6 - Base,img.autobytel.com/2009/audi/s6/2-550-oemexteriorfront-51413.jpg,"75,900",2009 Audi S6,,,21.1,,,,Premium Unleaded,,,,"2,847mm (112.1"
2008 Audi S6 - Base,img.autobytel.com/2008/audi/s6/2-550-oemexteriorfront-45834.jpg,"72,350",2008 Audi S6,6,435,21.1,14,19,5,Premium Unleaded,57.0,193.5,79.2,112.1
2003 Audi S6 - Base,img.autobytel.com/2003/audi/s6/2-550-oemexteriorfront-26762.jpg,"58,700",2003 Audi S6,5,340,21.7,15,21,5,Premium Unleaded,57.0,193.4,76.1,108.6
2002 Audi S6 - Base,img.autobytel.com/2002/audi/s6/2-550-threequartersview-24087.jpg,"58,700",2002 Audi S6,5,340,21.7,14,21,5,Premium Unleaded,57.0,193.4,76.1,108.6
2023 Audi A6 allroad - 55 Premium Plus,img.autobytel.com/2023/audi/a6-allroad/2-550-oem-exterior-front1300-100610.jpg,"67,900",2023 Audi A6 allroad,7,335,19.3,21,30,5,Premium Unleaded,58.9,194.9,74.9,115.2
2021 Audi A6 allroad - 55 Premium Plus,img.autobytel.com/2021/audi/a6-allroad/2-550-oemexteriorfront1300-93910.JPG,"65,900",2021 Audi A6 allroad,7,335,19.3,20,26,5,Premium Unleaded,58.9,194.9,74.9,115.2
2020 Audi A6 allroad - 3.0T Premium Plus,img.autobytel.com/2020/audi/a6-allroad/2-550-oemexteriorfront1300-93548.JPG,"65,900",2020 Audi A6 allroad,7,335,19.3,20,26,5,Premium Unleaded,58.9,194.9,74.9,115.2
2023 Audi A7 - 55 Premium,img.autobytel.com/2023/audi/a7/2-550-oem-exterior-front1300-100602.jpg,"70,200",2023 Audi A7,7,335,19.3,21,30,5,Premium Unleaded,56.0,195.6,75.1,115.2
2022 Audi A7 - 55 Premium,img.autobytel.com/2022/audi/a7/2-550-oem-exterior-front1300-97757.jpg,"69,200",2022 Audi A7,7,335,19.3,21,30,5,Premium Unleaded,56.0,195.6,75.1,115.2
2021 Audi A7 - 55 Premium,img.autobytel.com/2021/audi/a7/2-550-oemexteriorfront1300-93907.JPG,"69,200",2021 Audi A7,7,335,19.3,22,29,5,Premium Unleaded,56.0,195.6,75.1,115.2
2020 Audi A7 - 55 Premium,img.autobytel.com/2020/audi/a7/2-550-oemexteriorfront1300-92034.JPG,"69,000",2020 Audi A7,7,335,19.3,22,29,5,Premium Unleaded,56.0,195.6,75.1,115.2
2019 Audi A7 - 3.0T Premium,img.autobytel.com/2019/audi/a7/2-550-oemexteriorfront1300-88513.jpg,"68,000",2019 Audi A7,7,335,19.3,22,29,5,Premium Unleaded,56.0,195.6,75.1,115.2
2018 Audi A7 - 3.0T Premium Plus,img.autobytel.com/2018/audi/a7/2-550-oemexteriorfront1300-83715.jpg,"69,700",2018 Audi A7,8,340,19.8,20,29,5,Premium Unleaded,55.9,196.2,75.2,114.7
2017 Audi A7 - Premium Plus,img.autobytel.com/2017/audi/a7/2-550-oemexteriorfront1300-80712.jpg,"68,800",2017 Audi A7,,,19.8,,,,Premium Unleaded,,,,"2,913mm (114.7"
2017 Audi A7 - Competition Prestige,img.autobytel.com/2017/audi/a7/2-550-oemexteriorfront1300-80713.jpg,"76,550",2017 Audi A7,,,19.8,,,,Premium Unleaded,,,,"2,913mm (114.7"
2016 Audi A7 - 3.0T,img.autobytel.com/2016/audi/a7/3-550-042815%202016%20audi%20a7-76776.jpg,"68,300",2016 Audi A7,,,19.8,,,,Premium Unleaded,,,,"2,913mm (114.7"
2016 Audi A7 - 3.0 TDI,img.autobytel.com/2016/audi/a7/3-550-042815%202016%20audi%20a7-76777.jpg,"70,400",2016 Audi A7,,,19.8,,,,Diesel,,,,"2,913mm (114.7"
2015 Audi A7 - 3.0T,img.autobytel.com/2015/audi/a7/2-550-oemexteriorfront1300-74211.jpg,"65,900",2015 Audi A7,8,310,19.8,18,28,5,Premium Unleaded,55.9,195.6,75.2,114.7
2014 Audi A7 - 3.0T,img.autobytel.com/2014/audi/a7/3-550-060314%20audi%20a7%202014-71279.jpg,"64,500",2014 Audi A7,8,310,19.8,18,28,5,Premium Unleaded,55.9,195.6,75.2,114.7
2014 Audi A7 - 3.0 TDI (Tiptronic),img.autobytel.com/2014/audi/a7/3-550-060314%20audi%20a7%202014-71280.jpg,"66,900",2014 Audi A7,8,240,19.8,24,38,5,Diesel,55.9,195.6,75.2,114.7
2013 Audi A7 - Premium,img.autobytel.com/2013/audi/a7/2-550-oemexteriorfront-68623.jpg,"60,100",2013 Audi A7,8,310,19.8,18,28,4,Premium Unleaded,55.9,195.6,75.2,114.7
2012 Audi A7 - Premium (Tiptronic),img.autobytel.com/2012/audi/a7/2-550-oemexteriorfront-65781.jpg,"59,250",2012 Audi A7,8,310,19.8,18,28,4,Premium Unleaded,55.9,195.6,75.2,114.7
2023 Audi TT - quattro Roadster,img.autobytel.com/2023/audi/tt/2-550-oem-exterior-front1300-100585.jpg,"56,300",2023 Audi TT,7,228,14.5,23,30,2,Premium Unleaded,53.4,165.0,72.1,98.6
2023 Audi TT - quattro Coupe,img.autobytel.com/2023/audi/tt/2-550-oem-exterior-front1300-100586.jpg,"52,200",2023 Audi TT,7,228,14.5,23,30,4,Premium Unleaded,53.3,165.0,72.1,98.6
2022 Audi TT - quattro Roadster,img.autobytel.com/2022/audi/tt/2-550-oem-exterior-front1300-97741.jpg,"54,600",2022 Audi TT,7,228,14.5,23,30,2,Premium Unleaded,53.4,165.0,72.1,98.6
2022 Audi TT - quattro Coupe,img.autobytel.com/2022/audi/tt/2-550-oem-exterior-front1300-97742.jpg,"50,500",2022 Audi TT,7,228,14.5,23,30,4,Premium Unleaded,53.3,165.0,72.1,98.6
2021 Audi TT - quattro Roadster,img.autobytel.com/2021/audi/tt/2-550-oem-exterior-front1300-94940.jpg,"53,900",2021 Audi TT,7,220,14.5,23,31,2,Premium Unleaded,53.4,165.0,72.1,98.6
2021 Audi TT - quattro Coupe,img.autobytel.com/2021/audi/tt/2-550-oem-exterior-front1300-94941.jpg,"49,800",2021 Audi TT,7,220,14.5,23,31,4,Premium Unleaded,53.3,165.0,72.1,98.6
2020 Audi TT - quattro Roadster,img.autobytel.com/2020/audi/tt/2-550-oemexteriorfront1300-92029.JPG,"49,000",2020 Audi TT,7,220,14.5,23,31,2,Premium Unleaded,53.4,165.0,72.1,98.6
2020 Audi TT - quattro Coupe,img.autobytel.com/2020/audi/tt/2-550-oemexteriorfront1300-92030.JPG,"45,500",2020 Audi TT,7,220,14.5,23,31,4,Premium Unleaded,53.3,165.0,72.1,98.6
2019 Audi TT - quattro Roadster,img.autobytel.com/2019/audi/tt/2-550-oemexteriorfront1300-89877.jpg,"48,400",2019 Audi TT,7,220,14.5,23,31,2,Premium Unleaded,53.2,164.7,72.1,98.6
2019 Audi TT - quattro Coupe,img.autobytel.com/2019/audi/tt/2-550-oemexteriorfront1300-89878.jpg,"44,900",2019 Audi TT,7,220,14.5,23,31,4,Premium Unleaded,53.2,164.7,72.1,98.6
2018 Audi TT - quattro Roadster,img.autobytel.com/2018/audi/tt/2-550-oemexteriorfront1300-83704.jpg,"47,450",2018 Audi TT,6,220,14.5,23,30,2,Premium Unleaded,53.2,164.7,72.1,98.6
2018 Audi TT - quattro Coupe,img.autobytel.com/2018/audi/tt/2-550-oemexteriorfront1300-83705.jpg,"43,950",2018 Audi TT,6,220,14.5,23,30,4,Premium Unleaded,53.2,164.7,72.1,98.6
2017 Audi TT - quattro Roadster,img.autobytel.com/2017/audi/tt/2-550-oemexteriorfront1300-80670.jpg,"47,000",2017 Audi TT,,,14.5,,,,Premium Unleaded,,,,"2,504mm (98.6"
2017 Audi TT - quattro Coupe,img.autobytel.com/2017/audi/tt/2-550-oemexteriorfront1300-80671.jpg,"43,500",2017 Audi TT,,,14.5,,,,Premium Unleaded,,,,"2,504mm (98.6"
2016 Audi TT - quattro Roadster,img.autobytel.com/2016/audi/tt/2-550-oemexteriorfront1300-77867.jpg,"46,400",2016 Audi TT,,,14.5,,,,Premium Unleaded,,,,"2,504mm (98.6"
2016 Audi TT - quattro Coupe,img.autobytel.com/2016/audi/tt/2-550-oemexteriorfront1300-77868.jpg,"42,900",2016 Audi TT,,,14.5,,,,Premium Unleaded,,,,"2,504mm (98.6"
2015 Audi TT - quattro Roadster,img.autobytel.com/2015/audi/tt/2-550-oemexteriorfront-73203.jpg,"43,350",2015 Audi TT,6,211,15.8,22,31,2,Premium Unleaded,53.5,165.3,72.5,97.2
2015 Audi TT - quattro Coupe,img.autobytel.com/2015/audi/tt/2-550-oemexteriorfront-73204.jpg,"40,350",2015 Audi TT,6,211,15.8,22,31,4,Premium Unleaded,53.2,165.3,72.5,97.2
2014 Audi TT - quattro Roadster,img.autobytel.com/2014/audi/tt/2-550-oemexteriorfront-71273.jpg,"42,900",2014 Audi TT,6,211,15.8,22,31,2,Premium Unleaded,53.5,165.3,72.5,97.2
2014 Audi TT - quattro Coupe,img.autobytel.com/2014/audi/tt/3-550-060314%20audi%20tt%202014-71274.jpg,"39,900",2014 Audi TT,6,211,15.8,22,31,4,Premium Unleaded,53.2,165.3,72.5,97.2
2013 Audi TT - Premium Plus quattro Roadster,img.autobytel.com/2013/audi/tt/2-550-oemexteriorfront-68613.jpg,"41,650",2013 Audi TT,6,211,14.5,22,31,2,Premium Unleaded,53.5,164.5,72.5,97.2
2013 Audi TT - Premium Plus quattro Coupe,img.autobytel.com/2013/audi/tt/2-550-oemexteriorfront-68614.jpg,"38,650",2013 Audi TT,6,211,14.5,22,31,4,Premium Unleaded,53.2,164.5,72.5,97.2
2012 Audi TT - Premium Plus (S tronic) quattro Roadster,img.autobytel.com/2012/audi/tt/2-550-oemexteriorfront-66334.jpg,"41,300",2012 Audi TT,6,211,14.5,23,31,2,Premium Unleaded,53.5,164.5,72.5,97.2
2012 Audi TT - Premium Plus (S tronic) quattro Coupe,img.autobytel.com/2012/audi/tt/2-550-oemexteriorfront-66335.jpg,"38,300",2012 Audi TT,6,211,14.5,23,31,4,Premium Unleaded,53.5,164.5,72.5,97.2
2011 Audi TT - quattro Roadster,img.autobytel.com/2011/audi/tt/2-550-oemexteriorfront-65374.jpg,"41,300",2011 Audi TT,6,211,14.5,22,31,2,Premium Unleaded,53.5,164.5,72.5,97.2
2011 Audi TT - quattro Coupe,img.autobytel.com/2011/audi/tt/2-550-oemexteriorfront-65375.jpg,"38,300",2011 Audi TT,6,211,14.5,22,31,4,Premium Unleaded,53.5,164.5,72.5,97.2
2010 Audi TT - quattro Roadster,img.autobytel.com/2010/audi/tt/2-550-oemexteriorfront-61418.jpg,"40,800",2010 Audi TT,6,200,14.5,21,29,2,Premium Unleaded,53.5,164.5,72.5,97.2
2010 Audi TT - quattro Coupe,img.autobytel.com/2010/audi/tt/2-550-oemexteriorfront-61419.jpg,"37,800",2010 Audi TT,,,14.5,,,,Premium Unleaded,,,,"2,469mm (97.2"
2009 Audi TT - FrontTrak FrontTrak Roadster,img.autobytel.com/2009/audi/tt/2-550-oemexteriorfront-50014.jpg,"37,200",2009 Audi TT,6,200,14.5,22,30,2,Premium Unleaded,53.5,164.5,72.5,97.2
2009 Audi TT - FrontTrak FrontTrak Coupe,img.autobytel.com/2009/audi/tt/2-550-oemexteriorfront-50017.jpg,"35,200",2009 Audi TT,6,200,14.5,23,31,4,Premium Unleaded,53.5,164.5,72.5,97.2
2009 Audi TT - 3.2 quattro Quattro Coupe,img.autobytel.com/2009/audi/tt/2-550-oemexteriorfront-50042.jpg,"43,470",2009 Audi TT,6,250,14.5,18,24,4,Premium Unleaded,53.5,164.5,72.5,97.2
2009 Audi TT - 3.2 (M6) quattro Quattro Roadster,img.autobytel.com/2009/audi/tt/2-550-oemexteriorfront-50043.jpg,"45,140",2009 Audi TT,6,250,14.5,17,25,2,Premium Unleaded,53.5,164.5,72.5,97.2
2009 Audi TT - 3.2 quattro Quattro Roadster,img.autobytel.com/2009/audi/tt/2-550-oemexteriorfront-50044.jpg,"46,540",2009 Audi TT,6,250,14.5,18,24,2,Premium Unleaded,53.5,164.5,72.5,97.2
2009 Audi TT - 2.0T quattro Quattro Coupe,img.autobytel.com/2009/audi/tt/2-550-oemexteriorfront-51563.jpg,"37,300",2009 Audi TT,6,200,14.5,21,29,4,Premium Unleaded,53.5,164.5,72.5,97.2
2009 Audi TT - 2.0T quattro Quattro Roadster,img.autobytel.com/2009/audi/tt/2-550-oemexteriorfront-51564.jpg,"39,300",2009 Audi TT,6,200,14.5,21,29,2,Premium Unleaded,53.5,164.5,72.5,97.2
2008 Audi TT - FrontTrak FrontTrak Roadster L,img.autobytel.com/2008/audi/tt/2-550-oemexteriorfront-44306.jpg,"36,800",2008 Audi TT,6,200,14.5,22,29,2,Premium Unleaded,53.5,164.5,72.5,97.2
2008 Audi TT - FrontTrak FrontTrak Coupe L,img.autobytel.com/2008/audi/tt/2-550-oemexteriorfront-44307.jpg,"34,800",2008 Audi TT,6,200,14.5,23,31,4,Premium Unleaded,53.5,164.5,72.5,97.2
2008 Audi TT - (M6) quattro Quattro Coupe,img.autobytel.com/2008/audi/tt/2-550-oemexteriorfront-44308.jpg,"41,500",2008 Audi TT,6,250,14.5,17,24,4,Premium Unleaded,53.5,164.5,72.5,97.2
2008 Audi TT - quattro Quattro Coupe,img.autobytel.com/2008/audi/tt/2-550-oemexteriorfront-44309.jpg,"42,900",2008 Audi TT,6,250,14.5,18,24,4,Premium Unleaded,53.5,164.5,72.5,97.2
2008 Audi TT - (M6) quattro Quattro Roadster,img.autobytel.com/2008/audi/tt/2-550-oemexteriorfront-44310.jpg,"44,500",2008 Audi TT,6,250,14.5,17,24,2,Premium Unleaded,53.5,164.5,72.5,97.2
2008 Audi TT - quattro Quattro Roadster,img.autobytel.com/2008/audi/tt/2-550-oemexteriorfront-44311.jpg,"45,900",2008 Audi TT,6,250,14.5,18,24,2,Premium Unleaded,53.5,164.5,72.5,97.2
2006 Audi TT - FrontTrak FrontTrak Coupe,img.autobytel.com/2006/audi/tt/2-550-oemexteriorfront-40207.jpg,"33,990",2006 Audi TT,6,180,14.5,21,29,4,Premium Unleaded,53.0,159.1,73.1,95.4
2006 Audi TT - FrontTrak FrontTrak Roadster,img.autobytel.com/2006/audi/tt/2-550-oemexteriorfront-40208.jpg,"35,990",2006 Audi TT,6,180,14.5,20,28,2,Premium Unleaded,53.0,159.1,73.1,95.4
2006 Audi TT - L (M6) quattro Quattro Coupe,img.autobytel.com/2006/audi/tt/2-550-oemexteriorfront-40215.jpg,"37,390",2006 Audi TT,6,225,16.3,20,29,4,Premium Unleaded,53.0,159.1,73.1,95.6
2006 Audi TT - L (M6) quattro Quattro Roadster,img.autobytel.com/2006/audi/tt/2-550-oemexteriorfront-40216.jpg,"40,190",2006 Audi TT,6,225,16.3,20,29,2,Premium Unleaded,53.0,159.1,73.1,95.6
2006 Audi TT - 3.2L quattro Quattro Coupe,img.autobytel.com/2006/audi/tt/2-550-oemexteriorfront-40217.jpg,"40,640",2006 Audi TT,6,250,16.3,19,26,4,Premium Unleaded,53.0,159.1,73.1,95.6
2006 Audi TT - 3.2L quattro Quattro Roadster,img.autobytel.com/2006/audi/tt/2-550-oemexteriorfront-40218.jpg,"43,640",2006 Audi TT,6,250,16.3,19,25,2,Premium Unleaded,53.0,159.1,73.1,95.6
2006 Audi TT - 3.2L Special Edition quattro Quattro Coupe,img.autobytel.com/2006/audi/tt/2-550-oemexteriorview-41617.jpg,"43,539",2006 Audi TT,6,250,16.3,19,26,4,Premium Unleaded,53.0,159.1,73.1,95.6
2006 Audi TT - 3.2L Special Edition quattro Quattro Roadster,img.autobytel.com/2006/audi/tt/2-550-oemexteriorview-41618.jpg,"46,539",2006 Audi TT,6,250,16.3,19,25,2,Premium Unleaded,53.0,159.1,73.1,95.6
2005 Audi TT - FrontTrak FrontTrak Coupe,img.autobytel.com/2005/audi/tt/2-550-oemexteriorfront-38086.jpg,"33,500",2005 Audi TT,6,180,14.5,21,29,4,Premium Unleaded,53.0,159.1,73.1,95.4
2005 Audi TT - L (M6) quattro Quattro Coupe,img.autobytel.com/2005/audi/tt/2-550-oemexteriorfront-38087.jpg,"36,900",2005 Audi TT,6,225,16.3,20,29,4,Premium Unleaded,53.0,159.1,73.1,95.6
2005 Audi TT - 3.2L quattro Quattro Coupe,img.autobytel.com/2005/audi/tt/2-550-oemexteriorfront-38088.jpg,"40,150",2005 Audi TT,6,250,16.3,22,27,4,Premium Unleaded,53.0,159.1,73.1,95.6
2005 Audi TT - FrontTrak FrontTrak Roadster,img.autobytel.com/2005/audi/tt/2-550-oemexteriorfront-38089.jpg,"35,500",2005 Audi TT,6,180,14.5,20,28,2,Premium Unleaded,53.0,159.1,73.1,95.4
2005 Audi TT - L (M6) quattro Quattro Roadster,img.autobytel.com/2005/audi/tt/2-550-oemexteriorfront-38090.jpg,"39,700",2005 Audi TT,6,225,16.3,20,29,2,Premium Unleaded,53.0,159.1,73.1,95.6
2005 Audi TT - 3.2L quattro Quattro Roadster,img.autobytel.com/2005/audi/tt/2-550-oemexteriorfront-38091.jpg,"43,150",2005 Audi TT,6,250,16.3,22,27,2,Premium Unleaded,53.0,159.1,73.1,95.6
2004 Audi TT - FrontTrak FrontTrak Coupe,img.autobytel.com/2004/audi/tt/2-550-oemexteriorfront-32625.jpg,"33,250",2004 Audi TT,6,180,14.5,21,29,4,Premium Unleaded,53.0,159.1,73.1,95.4
2004 Audi TT - L (M6) quattro Quattro Coupe,img.autobytel.com/2004/audi/tt/2-550-oemexteriorfront-32626.jpg,"36,700",2004 Audi TT,6,225,16.3,20,28,4,Premium Unleaded,53.0,159.1,73.1,95.6
2004 Audi TT - 3.2L quattro Quattro Coupe,img.autobytel.com/2004/audi/tt/2-550-oemexteriorfront-32627.jpg,"39,900",2004 Audi TT,6,250,16.3,22,27,4,Premium Unleaded,53.0,159.1,73.1,95.6
2004 Audi TT - FrontTrak FrontTrak Roadster,img.autobytel.com/2004/audi/tt/2-550-oemexteriorfront-32628.jpg,"35,250",2004 Audi TT,6,180,14.5,20,28,2,Premium Unleaded,53.0,159.1,73.1,95.4
2004 Audi TT - L (M6) quattro Quattro Roadster,img.autobytel.com/2004/audi/tt/2-550-oemexteriorfront-32629.jpg,"39,500",2004 Audi TT,6,225,16.3,20,28,2,Premium Unleaded,53.0,159.1,73.1,95.6
2004 Audi TT - 3.2L quattro Quattro Roadster,img.autobytel.com/2004/audi/tt/2-550-oemexteriorfront-32630.jpg,"42,900",2004 Audi TT,6,250,16.3,22,27,2,Premium Unleaded,53.0,159.1,73.1,95.6
2003 Audi TT - FrontTrak FrontTrak Coupe,img.autobytel.com/2003/audi/tt/2-550-oemexteriorfront-28438.jpg,"32,500",2003 Audi TT,6,180,14.5,21,29,4,Premium Unleaded,53.0,159.1,73.1,95.4
2003 Audi TT - quattro Quattro Coupe,img.autobytel.com/2003/audi/tt/2-550-oemexteriorfront-28439.jpg,"36,200",2003 Audi TT,6,225,16.3,20,29,4,Premium Unleaded,53.0,159.1,73.1,95.6
2003 Audi TT - FrontTrak FrontTrak Roadster,img.autobytel.com/2003/audi/tt/2-550-oemexteriorfront-28440.jpg,"34,500",2003 Audi TT,6,180,14.5,20,28,2,Premium Unleaded,53.0,159.1,73.1,95.4
2003 Audi TT - quattro Quattro Roadster,img.autobytel.com/2003/audi/tt/2-550-oemexteriorfront-28441.jpg,"39,000",2003 Audi TT,6,225,16.3,20,29,2,Premium Unleaded,53.0,159.1,73.1,95.6
2002 Audi TT - FWD Front Trak Coupe,img.autobytel.com/2002/audi/tt/2-550-threequartersview-24181.jpg,"31,200",2002 Audi TT,5,180,14.5,23,31,4,Premium Unleaded,53.0,159.1,73.1,95.4
2002 Audi TT - L 180 HP (M5) quattro Quattro Coupe,img.autobytel.com/2002/audi/tt/2-550-threequartersview-24182.jpg,"32,950",2002 Audi TT,5,180,16.3,20,29,4,Premium Unleaded,53.0,159.1,73.1,95.6
2002 Audi TT - L 225 HP (M6) quattro Quattro Coupe,img.autobytel.com/2002/audi/tt/2-550-threequartersview-24183.jpg,"36,100",2002 Audi TT,6,225,16.3,20,28,4,Premium Unleaded,53.0,159.1,73.1,95.6
2002 Audi TT - FWD Front Trak Roadster,img.autobytel.com/2002/audi/tt/2-550-threequartersview-24184.jpg,"33,200",2002 Audi TT,5,180,14.5,22,31,2,Premium Unleaded,53.0,159.1,73.1,95.4
2002 Audi TT - quattro Quattro Roadster,img.autobytel.com/2002/audi/tt/2-550-threequartersview-24185.jpg,"38,900",2002 Audi TT,6,225,16.3,20,28,2,Premium Unleaded,53.0,159.1,73.1,95.6
2002 Audi TT - ALMS Commemorative Edition quattro Quattro Coupe,img.autobytel.com/2002/audi/tt/2-550-threequartersview-24186.jpg,"39,600",2002 Audi TT,6,225,16.3,20,28,4,Premium Unleaded,53.0,159.1,73.1,95.6
2001 Audi TT - w/o ESP FWD Front Trak Roadster,img.autobytel.com/2001/audi/tt/2-550-threequartersview-56668.jpg,"32,850",2001 Audi TT,5,180,14.5,22,30,2,Premium Unleaded,53.0,159.1,73.1,95.4
2001 Audi TT - w/ESP FWD Front Trak Roadster,img.autobytel.com/2001/audi/tt/2-550-threequartersview-56669.jpg,"33,200",2001 Audi TT,5,180,14.5,22,30,2,Premium Unleaded,53.0,159.1,73.1,95.4
2001 Audi TT - w/o ESP quattro Quattro Roadster,img.autobytel.com/2001/audi/tt/2-550-threequartersview-56670.jpg,"38,550",2001 Audi TT,6,225,16.3,20,28,2,Premium Unleaded,53.0,159.1,73.1,95.6
2001 Audi TT - w/ESP quattro Quattro Roadster,img.autobytel.com/2001/audi/tt/2-550-threequartersview-56671.jpg,"38,900",2001 Audi TT,6,225,16.3,20,28,2,Premium Unleaded,53.0,159.1,73.1,95.6
2001 Audi TT - FWD Front Trak Coupe,img.autobytel.com/2001/audi/tt/2-550-threequartersview-56672.jpg,"31,200",2001 Audi TT,5,180,14.5,22,31,4,Premium Unleaded,53.0,159.1,73.1,95.4
2001 Audi TT - 180 (M5) quattro Quattro Coupe,img.autobytel.com/2001/audi/tt/2-550-threequartersview-56673.jpg,"32,950",2001 Audi TT,5,180,16.3,20,29,4,Premium Unleaded,53.0,159.1,73.1,95.6
2001 Audi TT - 225 w/o ESP (M6) quattro Quattro Coupe,img.autobytel.com/2001/audi/tt/2-550-threequartersview-56674.jpg,"35,750",2001 Audi TT,6,225,16.3,20,28,4,Premium Unleaded,53.0,159.1,73.1,95.6
2001 Audi TT - 225 w/ESP (M6) quattro Quattro Coupe,img.autobytel.com/2001/audi/tt/2-550-threequartersview-56675.jpg,"36,100",2001 Audi TT,6,225,16.3,20,28,4,Premium Unleaded,53.0,159.1,73.1,95.6
2000 Audi TT - FWD Coupe,img.autobytel.com/2000/audi/tt/2-550-oemexteriorview-55161.jpg,"30,500",2000 Audi TT,5,180,14.5,22,31,4,Premium Unleaded,53.0,159.1,73.1,95.4
2000 Audi TT - quattro Quattro Coupe,img.autobytel.com/2000/audi/tt/2-550-oemexteriorview-55162.jpg,"32,250",2000 Audi TT,5,180,16.3,20,29,4,Premium Unleaded,53.0,159.1,73.1,95.6
