,img,msrp,model,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Recommended fuel,Overall height,Overall Length,Overall Width,Wheelbase
2015 Porsche Boxster - Base,img.autobytel.com/2015/porsche/boxster/3-550-061014%20porsche%20boxster%202015-74164.jpg,"51,400",2015 Porsche Boxster,,,16.9,,,,Premium Unleaded,,,,"2,475mm (97.4"
2015 Porsche Boxster - S,img.autobytel.com/2015/porsche/boxster/3-550-061014%20porsche%20boxster%202015-74165.jpg,"63,300",2015 Porsche Boxster,,,16.9,,,,Premium Unleaded,,,,"2,475mm (97.4"
2015 Porsche Boxster - GTS,img.autobytel.com/2015/porsche/boxster/3-550-061014%20porsche%20boxster%202015-74166.jpg,"73,500",2015 Porsche Boxster,,,16.9,,,,Premium Unleaded,,,,"2,475mm (97.4"
2014 Porsche Boxster - Base,img.autobytel.com/2014/porsche/boxster/3-550-061014%20porsche%20boxster%202014-72440.jpg,"50,400",2014 Porsche Boxster,6,265,16.9,20,30,2,Premium Unleaded,50.5,172.2,70.9,97.4
2014 Porsche Boxster - S,img.autobytel.com/2014/porsche/boxster/3-550-061014%20porsche%20boxster%202014-72441.jpg,"62,100",2014 Porsche Boxster,6,315,16.9,20,28,2,Premium Unleaded,50.4,172.2,70.9,97.4
2013 Porsche Boxster - Base,img.autobytel.com/2013/porsche/boxster/2-550-oemexteriorfront-69597.jpg,"49,500",2013 Porsche Boxster,6,265,16.9,20,30,2,Premium Unleaded,50.5,172.2,70.9,97.4
2013 Porsche Boxster - S,img.autobytel.com/2013/porsche/boxster/2-550-oemexteriorfront-69598.jpg,"60,900",2013 Porsche Boxster,6,315,16.9,20,28,2,Premium Unleaded,50.4,172.2,70.9,97.4
2012 Porsche Boxster - Base,img.autobytel.com/2012/porsche/boxster/2-550-oemexteriorfront-67509.jpg,"48,100",2012 Porsche Boxster,6,255,16.9,19,27,2,Premium Unleaded,50.9,170.9,70.9,95.1
2012 Porsche Boxster - S,img.autobytel.com/2012/porsche/boxster/2-550-oemexteriorfront-67510.jpg,"58,600",2012 Porsche Boxster,6,310,16.9,19,26,2,Premium Unleaded,50.9,170.9,70.9,95.1
2012 Porsche Boxster - Spyder,img.autobytel.com/2012/porsche/boxster/2-550-oemexteriorfront-67511.jpg,"61,800",2012 Porsche Boxster,6,320,14.3,19,27,2,Premium Unleaded,48.5,170.9,70.9,95.1
2012 Porsche Boxster - Black Edition,img.autobytel.com/2012/porsche/boxster/2-550-oemexteriorfront-67512.jpg,"65,200",2012 Porsche Boxster,6,320,16.9,19,27,2,Premium Unleaded,50.9,170.9,70.9,95.1
2011 Porsche Boxster - Base,img.autobytel.com/2011/porsche/boxster/2-550-oemexteriorfront-65554.jpg,"48,100",2011 Porsche Boxster,6,255,16.9,19,27,2,Premium Unleaded,50.9,172.1,70.9,95.1
2011 Porsche Boxster - S,img.autobytel.com/2011/porsche/boxster/2-550-oemexteriorfront-65555.jpg,"58,600",2011 Porsche Boxster,6,310,16.9,19,26,2,Premium Unleaded,50.9,172.1,70.9,95.1
2011 Porsche Boxster - Spyder,img.autobytel.com/2011/porsche/boxster/2-550-oemexteriorfront-65556.jpg,"61,800",2011 Porsche Boxster,6,320,14.3,19,27,2,Premium Unleaded,48.5,172.1,70.9,95.1
2010 Porsche Boxster - Base,img.autobytel.com/2010/porsche/boxster/2-550-oemexteriorfront-61986.jpg,"47,600",2010 Porsche Boxster,6,255,16.9,19,27,2,Premium Unleaded,50.9,172.1,70.9,95.1
2010 Porsche Boxster - S,img.autobytel.com/2010/porsche/boxster/2-550-oemexteriorfront-61987.jpg,"58,000",2010 Porsche Boxster,6,310,16.9,19,26,2,Premium Unleaded,50.9,172.1,70.9,95.1
2009 Porsche Boxster - Base,img.autobytel.com/2009/porsche/boxster/2-550-oemexteriorfront-51833.jpg,"46,600",2009 Porsche Boxster,6,255,16.9,19,27,2,Premium Unleaded,50.9,172.1,70.9,95.1
2009 Porsche Boxster - S,img.autobytel.com/2009/porsche/boxster/2-550-oemexteriorfront-51841.jpg,"56,700",2009 Porsche Boxster,6,310,16.9,19,26,2,Premium Unleaded,50.9,172.1,70.9,95.1
2008 Porsche Boxster - Base (M5),img.autobytel.com/2008/porsche/boxster/2-550-oemexteriorfront-47910.jpg,"45,800",2008 Porsche Boxster,5,245,16.9,20,29,2,Premium Unleaded,50.9,171.6,70.9,95.1
2008 Porsche Boxster - S (M6),img.autobytel.com/2008/porsche/boxster/2-550-oemexteriorfront-47915.jpg,"55,700",2008 Porsche Boxster,6,295,16.9,18,26,2,Premium Unleaded,50.9,171.6,70.9,95.1
2008 Porsche Boxster - RS 60 Spyder (M6),img.autobytel.com/2008/porsche/boxster/2-550-threequartersview-48125.jpg,"64,900",2008 Porsche Boxster,6,303,16.9,18,26,2,Premium Unleaded,50.5,171.6,70.9,95.1
2008 Porsche Boxster - Limited Edition (M5),img.autobytel.com/2008/porsche/boxster/2-550-oemexteriorfront-60917.jpg,"49,900",2008 Porsche Boxster,5,245,16.9,20,29,2,Premium Unleaded,50.9,171.6,70.9,95.1
2008 Porsche Boxster - S Limited Edition (M6),img.autobytel.com/2008/porsche/boxster/2-550-oemexteriorfront-60918.jpg,"59,900",2008 Porsche Boxster,6,295,16.9,18,26,2,Premium Unleaded,50.9,171.6,70.9,95.1
2007 Porsche Boxster - Base (M5),img.autobytel.com/2007/porsche/boxster/2-550-oemexteriorfront-43050.jpg,"45,600",2007 Porsche Boxster,5,245,16.9,23,32,2,Premium Unleaded,50.9,171.6,70.9,95.1
2007 Porsche Boxster - S (M6),img.autobytel.com/2007/porsche/boxster/2-550-oemexteriorfront-43072.jpg,"55,500",2007 Porsche Boxster,6,295,16.9,20,28,2,Premium Unleaded,50.9,171.6,70.9,95.1
2006 Porsche Boxster - Base (M5),img.autobytel.com/2006/porsche/boxster/2-550-oemexteriorfront-41548.jpg,"45,000",2006 Porsche Boxster,5,240,16.9,20,29,2,Premium Unleaded,51.0,171.6,70.9,95.1
2006 Porsche Boxster - S (M6),img.autobytel.com/2006/porsche/boxster/2-550-oemexteriorfront-41551.jpg,"54,700",2006 Porsche Boxster,6,280,16.9,19,27,2,Premium Unleaded,51.0,171.6,70.9,95.1
2005 Porsche Boxster - Base (M5),img.autobytel.com/2005/porsche/boxster/2-550-oemexteriorfront-39093.jpg,"43,800",2005 Porsche Boxster,5,240,16.9,20,29,2,Premium Unleaded,51.0,170.4,70.9,95.1
2005 Porsche Boxster - S (M6),img.autobytel.com/2005/porsche/boxster/2-550-oemexteriorfront-39094.jpg,"53,100",2005 Porsche Boxster,6,280,16.9,17,25,2,Premium Unleaded,51.0,170.4,70.9,95.1
2004 Porsche Boxster - Base (M5),img.autobytel.com/2004/porsche/boxster/2-550-oemexteriorfront-35317.jpg,"42,600",2004 Porsche Boxster,5,225,16.9,20,29,2,Premium Unleaded,50.8,170.1,70.1,95.1
2004 Porsche Boxster - S (M6),img.autobytel.com/2004/porsche/boxster/2-550-oemexteriorfront-35318.jpg,"51,600",2004 Porsche Boxster,6,258,16.9,18,26,2,Premium Unleaded,50.8,170.1,70.1,95.1
2004 Porsche Boxster - S Special Edition (M6),img.autobytel.com/2004/porsche/boxster/2-550-oemexteriorfront-36869.jpg,"59,900",2004 Porsche Boxster,6,264,16.9,,,2,Premium Unleaded,50.4,170.1,70.1,95.1
2003 Porsche Boxster - Base (M5),img.autobytel.com/2003/porsche/boxster/2-550-oemexteriorview-29154.jpg,"42,600",2003 Porsche Boxster,5,225,16.9,20,29,2,Premium Unleaded,50.8,170.1,70.1,95.1
2003 Porsche Boxster - S (M6),img.autobytel.com/2003/porsche/boxster/2-550-oemexteriorview-29155.jpg,"51,600",2003 Porsche Boxster,6,258,16.9,18,26,2,Premium Unleaded,50.8,170.1,70.1,95.1
2002 Porsche Boxster - Base (M5),img.autobytel.com/2002/porsche/boxster/2-550-threequartersview-24322.jpg,"42,600",2002 Porsche Boxster,5,217,17.0,19,27,2,Premium Unleaded,50.8,171.0,70.1,95.2
2002 Porsche Boxster - S (M6),img.autobytel.com/2002/porsche/boxster/2-550-threequartersview-24323.jpg,"51,600",2002 Porsche Boxster,6,250,17.0,18,26,2,Premium Unleaded,50.8,171.0,70.1,95.2
2001 Porsche Boxster - Base (M5),img.autobytel.com/2001/porsche/boxster/2-550-oemexteriorview-57946.jpg,"42,100",2001 Porsche Boxster,5,217,17.0,19,27,2,Premium Unleaded,50.8,171.0,70.1,95.2
2001 Porsche Boxster - S (M6),img.autobytel.com/2001/porsche/boxster/2-550-oemexteriorview-57947.jpg,"50,200",2001 Porsche Boxster,6,250,17.0,18,26,2,Premium Unleaded,50.8,171.0,70.1,95.2
2000 Porsche Boxster - Base (M5),img.autobytel.com/2000/porsche/boxster/2-550-oemexteriorview-56257.jpg,"41,430",2000 Porsche Boxster,5,217,17.0,20,28,2,Premium Unleaded,50.8,171.0,70.1,95.2
2000 Porsche Boxster - S (M6),img.autobytel.com/2000/porsche/boxster/2-550-oemexteriorview-56258.jpg,"49,930",2000 Porsche Boxster,6,250,17.0,18,26,2,Premium Unleaded,50.8,171.0,70.1,95.2
1999 Porsche Boxster - (M5),img.autobytel.com/1999/porsche/boxster/2-550-oemexteriorview-54794.jpg,"41,000",1999 Porsche Boxster,5,201,17.0,19,26,2,Premium Unleaded,50.8,171.0,70.1,95.2
1999 Porsche Boxster - (A5),img.autobytel.com/1999/porsche/boxster/2-550-oemexteriorview-54795.jpg,"44,210",1999 Porsche Boxster,5,201,17.0,19,26,2,Premium Unleaded,50.8,171.0,70.1,95.2
2023 Porsche 718 Cayman - Base,img.autobytel.com/2023/porsche/718-cayman/2-550-oem-exterior-front1300-101814.jpg,"63,400",2023 Porsche 718 Cayman,6,300,14.2,20,25,2,Premium Unleaded,51.0,172.4,70.9,97.4
2023 Porsche 718 Cayman - T,img.autobytel.com/2023/porsche/718-cayman/2-550-oem-exterior-front1300-101815.jpg,"72,500",2023 Porsche 718 Cayman,6,300,14.2,20,26,2,Premium Unleaded,50.2,172.4,70.9,97.4
2023 Porsche 718 Cayman - S,img.autobytel.com/2023/porsche/718-cayman/2-550-oem-exterior-front1300-101816.jpg,"75,400",2023 Porsche 718 Cayman,6,350,16.9,19,24,2,Premium Unleaded,51.0,172.4,70.9,97.4
2023 Porsche 718 Cayman - GTS 4.0,img.autobytel.com/2023/porsche/718-cayman/2-550-oem-exterior-front1300-101817.jpg,"90,300",2023 Porsche 718 Cayman,6,394,16.9,17,24,2,Premium Unleaded,50.2,173.5,70.9,97.4
2023 Porsche 718 Cayman - GT4,img.autobytel.com/2023/porsche/718-cayman/2-550-oem-exterior-front1300-101818.jpg,"106,500",2023 Porsche 718 Cayman,6,414,16.9,17,23,2,Premium Unleaded,50.0,175.5,70.9,97.8
2023 Porsche 718 Cayman - GT4 RS,img.autobytel.com/2023/porsche/718-cayman/2-550-oem-exterior-front1300-101819.jpg,"149,100",2023 Porsche 718 Cayman,7,493,16.9,15,19,2,Premium Unleaded,50.0,175.4,71.7,97.8
2022 Porsche 718 Cayman - Base,img.autobytel.com/2022/porsche/718-cayman/2-550-oem-exterior-front1300-97565.jpg,"60,500",2022 Porsche 718 Cayman,6,300,14.2,20,26,2,Premium Unleaded,51.0,172.4,70.9,97.4
2022 Porsche 718 Cayman - T,img.autobytel.com/2022/porsche/718-cayman/2-550-oem-exterior-front1300-97566.jpg,"69,600",2022 Porsche 718 Cayman,6,300,14.2,20,26,2,Premium Unleaded,50.2,172.4,70.9,97.4
2022 Porsche 718 Cayman - S,img.autobytel.com/2022/porsche/718-cayman/2-550-oem-exterior-front1300-97567.jpg,"72,500",2022 Porsche 718 Cayman,6,350,16.9,19,24,2,Premium Unleaded,51.0,172.4,70.9,97.4
2022 Porsche 718 Cayman - GTS 4.0,img.autobytel.com/2022/porsche/718-cayman/2-550-oem-exterior-front1300-97568.jpg,"87,400",2022 Porsche 718 Cayman,6,394,16.9,17,24,2,Premium Unleaded,50.2,173.5,70.9,97.4
2022 Porsche 718 Cayman - GT4,img.autobytel.com/2022/porsche/718-cayman/2-550-oem-exterior-front1300-97569.jpg,"101,200",2022 Porsche 718 Cayman,6,414,16.9,17,23,2,Premium Unleaded,50.0,175.5,70.9,97.8
2022 Porsche 718 Cayman - GT4 RS,img.autobytel.com/2022/porsche/718-cayman/2-550-oem-exterior-front1300-100161.jpg,"141,700",2022 Porsche 718 Cayman,7,493,16.9,,,2,Premium Unleaded,50.0,175.4,71.7,97.8
2021 Porsche 718 Cayman - Base,img.autobytel.com/2021/porsche/718-cayman/2-550-oem-exterior-front1300-95684.jpg,"59,900",2021 Porsche 718 Cayman,6,300,14.2,20,26,2,Premium Unleaded,51.0,172.4,70.9,97.4
2021 Porsche 718 Cayman - S,img.autobytel.com/2021/porsche/718-cayman/2-550-oem-exterior-front1300-95685.jpg,"71,900",2021 Porsche 718 Cayman,6,350,16.9,19,24,2,Premium Unleaded,51.0,172.4,70.9,97.4
2021 Porsche 718 Cayman - T,img.autobytel.com/2021/porsche/718-cayman/2-550-oem-exterior-front1300-95686.jpg,"68,900",2021 Porsche 718 Cayman,6,300,14.2,20,26,2,Premium Unleaded,50.2,172.4,70.9,97.4
2021 Porsche 718 Cayman - GTS 4.0,img.autobytel.com/2021/porsche/718-cayman/2-550-oem-exterior-front1300-95687.jpg,"86,800",2021 Porsche 718 Cayman,6,394,16.9,17,24,2,Premium Unleaded,50.2,173.5,70.9,97.4
2021 Porsche 718 Cayman - GT4,img.autobytel.com/2021/porsche/718-cayman/2-550-oem-exterior-front1300-95688.jpg,"100,200",2021 Porsche 718 Cayman,6,414,16.9,17,23,2,Premium Unleaded,50.0,175.5,70.9,97.8
2020 Porsche 718 Cayman - GT4,img.autobytel.com/2020/porsche/718-cayman/2-550-oemexteriorfront1300-92554.JPG,"99,200",2020 Porsche 718 Cayman,6,414,16.9,16,23,2,Premium Unleaded,50.0,175.5,71.0,97.8
2020 Porsche 718 Cayman - Base,img.autobytel.com/2020/porsche/718-cayman/2-550-oemexteriorfront1300-93741.JPG,"57,500",2020 Porsche 718 Cayman,6,300,14.2,20,26,2,Premium Unleaded,51.0,172.4,70.9,97.4
2020 Porsche 718 Cayman - S,img.autobytel.com/2020/porsche/718-cayman/2-550-oemexteriorfront1300-93742.JPG,"69,900",2020 Porsche 718 Cayman,6,350,16.9,19,24,2,Premium Unleaded,51.0,172.4,70.9,97.4
2020 Porsche 718 Cayman - T,img.autobytel.com/2020/porsche/718-cayman/2-550-oemexteriorfront1300-93743.JPG,"66,400",2020 Porsche 718 Cayman,6,300,14.2,20,26,2,Premium Unleaded,50.2,172.4,70.9,97.4
2019 Porsche 718 Cayman - Base,img.autobytel.com/2019/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-89448.jpg,"56,900",2019 Porsche 718 Cayman,6,300,14.2,21,28,2,Premium Unleaded,51.0,172.4,70.9,97.4
2019 Porsche 718 Cayman - S,img.autobytel.com/2019/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-89449.jpg,"69,300",2019 Porsche 718 Cayman,6,350,16.9,20,26,2,Premium Unleaded,51.0,172.4,70.9,97.4
2019 Porsche 718 Cayman - GTS,img.autobytel.com/2019/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-89450.jpg,"80,700",2019 Porsche 718 Cayman,6,365,16.9,19,25,2,Premium Unleaded,50.6,173.0,70.9,97.4
2018 Porsche 718 Cayman - Base,img.autobytel.com/2018/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-85075.jpg,"55,300",2018 Porsche 718 Cayman,6,300,14.3,21,28,2,Premium Unleaded,50.9,172.4,70.9,97.4
2018 Porsche 718 Cayman - S,img.autobytel.com/2018/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-85076.jpg,"67,700",2018 Porsche 718 Cayman,6,350,16.9,20,26,2,Premium Unleaded,50.9,172.4,70.9,97.4
2018 Porsche 718 Cayman - GTS,img.autobytel.com/2018/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-86522.jpg,"79,800",2018 Porsche 718 Cayman,6,365,16.9,19,25,2,Premium Unleaded,50.6,172.9,70.9,97.4
2017 Porsche 718 Cayman - Base,img.autobytel.com/2017/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-83298.jpg,"53,900",2017 Porsche 718 Cayman,6,300,14.3,21,28,2,Premium Unleaded,51.0,172.4,70.9,97.4
2017 Porsche 718 Cayman - S,img.autobytel.com/2017/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-83299.jpg,"66,300",2017 Porsche 718 Cayman,6,350,16.9,20,26,2,Premium Unleaded,51.0,172.4,70.9,97.4
2014 Porsche Cayenne Hybrid - Base,img.autobytel.com/2014/porsche/cayenne-hybrid/2-550-oemexteriorfront-72296.jpg,"70,900",2014 Porsche Cayenne Hybrid,8,333,26.4,20,24,5,Premium Unleaded,67.4,190.8,76.3,114.0
2013 Porsche Cayenne Hybrid - Base,img.autobytel.com/2013/porsche/cayenne-hybrid/2-550-oemexteriorfront-68961.jpg,"69,850",2013 Porsche Cayenne Hybrid,8,333,22.4,20,24,5,Premium Unleaded,67.1,190.8,76.3,114.0
2012 Porsche Cayenne Hybrid - Base,img.autobytel.com/2012/porsche/cayenne-hybrid/2-550-oemexteriorfront-67524.jpg,"69,000",2012 Porsche Cayenne Hybrid,8,333,22.4,20,24,5,Premium Unleaded,67.4,190.8,76.3,114.0
2011 Porsche Cayenne Hybrid - Base,img.autobytel.com/2011/porsche/cayenne-hybrid/2-550-oemexteriorfront-64757.jpg,"67,700",2011 Porsche Cayenne Hybrid,8,333,22.4,20,24,5,Gasoline Hybrid,67.4,190.8,76.3,114.0
2015 Porsche 918 Spyder - Base,img.autobytel.com/2015/porsche/918-spyder/3-550-061014%20porsche%20918%20spyder%202015-73677.jpg,"845,000",2015 Porsche 918 Spyder,,,18.5,,,,Premium Unleaded,,,,"2,731mm (107.5"
2015 Porsche 918 Spyder - w/Weissach Package,img.autobytel.com/2015/porsche/918-spyder/3-550-061014%20porsche%20918%20spyder%202015-73678.jpg,"929,000",2015 Porsche 918 Spyder,,,18.5,,,,Premium Unleaded,,,,"2,731mm (107.5"
2023 Porsche Cayenne E-Hybrid - Base,img.autobytel.com/2023/porsche/cayenne-e-hybrid/2-550-oem-exterior-front1300-101848.jpg,"86,500",2023 Porsche Cayenne E-Hybrid,8,335,19.8,,,5,Premium Unleaded,66.8,193.7,78.1,114.0
2023 Porsche Cayenne E-Hybrid - Platinum Edition,img.autobytel.com/2023/porsche/cayenne-e-hybrid/2-550-oem-exterior-front1300-101849.jpg,"94,400",2023 Porsche Cayenne E-Hybrid,8,335,19.8,,,5,Premium Unleaded,66.8,193.7,78.1,114.0
2023 Porsche Cayenne E-Hybrid - Turbo S,img.autobytel.com/2023/porsche/cayenne-e-hybrid/2-550-oem-exterior-front1300-101850.jpg,"171,300",2023 Porsche Cayenne E-Hybrid,8,541,19.8,,,5,Premium Unleaded,65.9,194.0,78.1,114.0
2022 Porsche Cayenne E-Hybrid - Base,img.autobytel.com/2022/porsche/cayenne-e-hybrid/2-550-oem-exterior-front1300-98556.jpg,"83,300",2022 Porsche Cayenne E-Hybrid,8,335,19.8,,,5,Premium Unleaded,66.8,193.7,78.1,114.0
2022 Porsche Cayenne E-Hybrid - Turbo S,img.autobytel.com/2022/porsche/cayenne-e-hybrid/2-550-oem-exterior-front1300-98557.jpg,"165,300",2022 Porsche Cayenne E-Hybrid,8,541,19.8,,,5,Premium Unleaded,65.9,194.0,78.1,114.0
2022 Porsche Cayenne E-Hybrid - Platinum Edition,img.autobytel.com/2022/porsche/cayenne-e-hybrid/2-550-oem-exterior-front1300-100303.jpg,"92,700",2022 Porsche Cayenne E-Hybrid,8,335,19.8,,,5,Premium Unleaded,66.8,193.7,78.1,114.0
2021 Porsche Cayenne E-Hybrid - Base,img.autobytel.com/2021/porsche/cayenne-e-hybrid/2-550-oem-exterior-front1300-95698.jpg,"81,800",2021 Porsche Cayenne E-Hybrid,8,335,19.8,,,5,Premium Unleaded,66.8,193.7,78.1,114.0
2021 Porsche Cayenne E-Hybrid - Turbo S,img.autobytel.com/2021/porsche/cayenne-e-hybrid/2-550-oem-exterior-front1300-95699.jpg,"163,200",2021 Porsche Cayenne E-Hybrid,8,541,19.8,,,5,Premium Unleaded,65.9,194.0,78.1,114.0
2020 Porsche Cayenne E-Hybrid - Base,img.autobytel.com/2020/porsche/cayenne-e-hybrid/2-550-oemexteriorfront1300-92832.JPG,"81,100",2020 Porsche Cayenne E-Hybrid,8,335,19.8,,,5,Premium Unleaded,66.8,193.7,78.1,114.0
2020 Porsche Cayenne E-Hybrid - Turbo S,img.autobytel.com/2020/porsche/cayenne-e-hybrid/2-550-oem-exterior-front1300-93587.jpg,"161,900",2020 Porsche Cayenne E-Hybrid,8,541,19.8,,,5,Premium Unleaded,65.9,194.0,78.1,114.0
2019 Porsche Cayenne E-Hybrid - Base,img.autobytel.com/2019/porsche/cayenne-e-hybrid/2-550-oemexteriorfront1300-88845.JPG,"79,900",2019 Porsche Cayenne E-Hybrid,8,335,19.8,,,5,Premium Unleaded,66.7,193.6,78.0,113.9
2018 Porsche Cayenne E-Hybrid - S,img.autobytel.com/2018/porsche/cayenne-e-hybrid/2-550-threequartersview101-84855.jpg,"79,900",2018 Porsche Cayenne E-Hybrid,8,333,21.1,,,5,Premium Unleaded,67.4,191.1,78.7,114.0
2018 Porsche Cayenne E-Hybrid - Platinum Edition,img.autobytel.com/2018/porsche/cayenne-e-hybrid/2-550-threequartersview101-84856.jpg,"82,800",2018 Porsche Cayenne E-Hybrid,8,333,21.1,,,5,Premium Unleaded,67.4,191.1,78.7,114.0
2017 Porsche Cayenne E-Hybrid - S,img.autobytel.com/2017/porsche/cayenne-e-hybrid/2-550-threequartersview101-80610.jpg,"78,700",2017 Porsche Cayenne E-Hybrid,8,333,21.1,,,5,Premium Unleaded,67.4,191.1,78.7,114.0
2017 Porsche Cayenne E-Hybrid - Platinum Edition,img.autobytel.com/2017/porsche/cayenne-e-hybrid/2-550-threequartersview101-83301.jpg,"81,600",2017 Porsche Cayenne E-Hybrid,8,333,21.1,,,5,Premium Unleaded,67.4,191.1,78.7,114.0
2016 Porsche Cayenne E-Hybrid - S,img.autobytel.com/2016/porsche/cayenne-e-hybrid/2-550-threequartersview101-78254.jpg,"77,200",2016 Porsche Cayenne E-Hybrid,,,21.1,,,,Premium Unleaded,,,,"2,896mm (114.0"
2015 Porsche Cayenne E-Hybrid - S,img.autobytel.com/2015/porsche/cayenne-e-hybrid/2-550-threequartersview101-76477.jpg,"76,400",2015 Porsche Cayenne E-Hybrid,,,21.1,,,,Premium Unleaded,,,,"2,896mm (114.0"
2023 Porsche Cayenne E-Hybrid Coupe - Base,img.autobytel.com/2023/porsche/cayenne-e-hybrid-coupe/2-550-three-quarters-view101-101858.jpg,"91,800",2023 Porsche Cayenne E-Hybrid Coupe,8,335,19.8,,,4,Premium Unleaded,66.0,194.2,78.1,114.0
2023 Porsche Cayenne E-Hybrid Coupe - Platinum Edition,img.autobytel.com/2023/porsche/cayenne-e-hybrid-coupe/2-550-three-quarters-view101-101859.jpg,"95,500",2023 Porsche Cayenne E-Hybrid Coupe,8,335,19.8,,,4,Premium Unleaded,66.0,194.2,78.1,114.0
2023 Porsche Cayenne E-Hybrid Coupe - Turbo S,img.autobytel.com/2023/porsche/cayenne-e-hybrid-coupe/2-550-three-quarters-view101-101860.jpg,"173,800",2023 Porsche Cayenne E-Hybrid Coupe,8,541,19.8,,,4,Premium Unleaded,65.1,194.5,78.4,114.0
2022 Porsche Cayenne E-Hybrid Coupe - Base,img.autobytel.com/2022/porsche/cayenne-e-hybrid-coupe/2-550-three-quarters-view101-98563.jpg,"88,600",2022 Porsche Cayenne E-Hybrid Coupe,8,335,19.8,,,4,Premium Unleaded,66.0,194.2,78.1,114.0
2022 Porsche Cayenne E-Hybrid Coupe - Turbo S,img.autobytel.com/2022/porsche/cayenne-e-hybrid-coupe/2-550-three-quarters-view101-98564.jpg,"167,800",2022 Porsche Cayenne E-Hybrid Coupe,8,541,19.8,,,4,Premium Unleaded,65.1,194.5,78.4,114.0
2022 Porsche Cayenne E-Hybrid Coupe - Platinum Edition,img.autobytel.com/2022/porsche/cayenne-e-hybrid-coupe/2-550-oem-exterior-front1300-100306.jpg,"93,800",2022 Porsche Cayenne E-Hybrid Coupe,8,335,19.8,,,4,Premium Unleaded,66.0,194.2,78.1,114.0
2021 Porsche Cayenne E-Hybrid Coupe - Base,img.autobytel.com/2021/porsche/cayenne-e-hybrid-coupe/2-550-three-quarters-view101-95704.jpg,"87,600",2021 Porsche Cayenne E-Hybrid Coupe,8,335,19.8,,,4,Premium Unleaded,66.0,194.2,78.1,114.0
2021 Porsche Cayenne E-Hybrid Coupe - Turbo S,img.autobytel.com/2021/porsche/cayenne-e-hybrid-coupe/2-550-oem-exterior-front1300-95705.jpg,"166,200",2021 Porsche Cayenne E-Hybrid Coupe,8,541,19.8,,,4,Premium Unleaded,65.1,194.5,78.4,114.0
2020 Porsche Cayenne E-Hybrid Coupe - Base,img.autobytel.com/2020/porsche/cayenne-e-hybrid-coupe/2-550-oemexteriorfront1300-93588.JPG,"86,400",2020 Porsche Cayenne E-Hybrid Coupe,8,335,19.8,,,4,Premium Unleaded,66.0,194.2,78.1,114.0
2020 Porsche Cayenne E-Hybrid Coupe - Turbo S,img.autobytel.com/2020/porsche/cayenne-e-hybrid-coupe/2-550-three-quarters-view101-93589.jpg,"164,400",2020 Porsche Cayenne E-Hybrid Coupe,8,541,19.8,,,4,Premium Unleaded,65.1,194.5,78.4,114.0
