,img,msrp,model,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Recommended fuel,Overall height,Overall Length,Overall Width,Wheelbase
2020 Porsche Panamera - 4 10 Years Edition AWD,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93426.JPG,"107,500",2020 Porsche Panamera,8,330,23.7,19,26,4,Premium Unleaded,56.0,198.8,76.3,116.1
2020 Porsche Panamera - 4 Executive AWD,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93427.JPG,"98,500",2020 Porsche Panamera,8,330,23.7,19,26,4,Premium Unleaded,56.2,204.7,76.3,122.0
2020 Porsche Panamera - 4S AWD,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93428.JPG,"105,000",2020 Porsche Panamera,8,440,23.7,18,26,4,Premium Unleaded,56.0,198.8,76.3,116.1
2020 Porsche Panamera - 4S Executive AWD,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93429.JPG,"116,300",2020 Porsche Panamera,8,440,23.7,18,26,4,Premium Unleaded,56.2,204.7,76.3,122.0
2020 Porsche Panamera - GTS AWD,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93430.JPG,"129,300",2020 Porsche Panamera,8,453,23.7,16,23,4,Premium Unleaded,55.8,198.9,76.3,116.1
2020 Porsche Panamera - Turbo AWD,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93431.JPG,"153,000",2020 Porsche Panamera,8,550,23.7,18,25,4,Premium Unleaded,56.1,198.8,76.3,116.1
2020 Porsche Panamera - Turbo Executive AWD,img.autobytel.com/2020/porsche/panamera/2-550-oemexteriorfront1300-93432.JPG,"163,400",2020 Porsche Panamera,8,550,23.7,18,25,4,Premium Unleaded,56.4,204.7,76.3,122.0
2019 Porsche Panamera - RWD,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90278.jpg,"86,300",2019 Porsche Panamera,8,330,23.7,19,27,4,Premium Unleaded,56.0,198.8,76.3,116.1
2019 Porsche Panamera - 4 AWD,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90279.jpg,"90,900",2019 Porsche Panamera,8,330,23.7,19,26,4,Premium Unleaded,56.0,198.8,76.3,116.1
2019 Porsche Panamera - 4S AWD,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90280.jpg,"104,000",2019 Porsche Panamera,8,440,23.7,18,26,4,Premium Unleaded,56.0,198.8,76.3,116.1
2019 Porsche Panamera - GTS AWD,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90281.jpg,"128,300",2019 Porsche Panamera,8,453,23.7,16,23,4,Premium Unleaded,55.8,198.9,76.3,116.1
2019 Porsche Panamera - Turbo AWD,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90282.jpg,"151,500",2019 Porsche Panamera,8,550,23.7,18,25,4,Premium Unleaded,56.1,198.8,76.3,116.1
2019 Porsche Panamera - 4 Executive AWD,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90283.jpg,"97,600",2019 Porsche Panamera,8,330,23.7,19,26,4,Premium Unleaded,56.2,204.7,76.3,122.0
2019 Porsche Panamera - 4S Executive AWD,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90284.jpg,"115,300",2019 Porsche Panamera,8,440,23.7,18,26,4,Premium Unleaded,56.2,204.7,76.3,122.0
2019 Porsche Panamera - Turbo Executive AWD,img.autobytel.com/2019/porsche/panamera/2-550-oemexteriorfront1300-90285.jpg,"161,900",2019 Porsche Panamera,8,550,23.7,18,25,4,Premium Unleaded,56.4,204.7,76.3,122.0
2018 Porsche Panamera - RWD,img.autobytel.com/2018/porsche/panamera/2-550-oemexteriorfront1300-85064.jpg,"85,000",2018 Porsche Panamera,8,330,23.7,21,28,4,Premium Unleaded,56.0,198.8,76.3,116.1
2018 Porsche Panamera - 4 AWD,img.autobytel.com/2018/porsche/panamera/2-550-oemexteriorfront1300-85065.jpg,"89,600",2018 Porsche Panamera,8,330,23.7,21,27,4,Premium Unleaded,56.0,198.8,76.3,116.1
2018 Porsche Panamera - 4S AWD,img.autobytel.com/2018/porsche/panamera/2-550-oemexteriorfront1300-85066.jpg,"103,000",2018 Porsche Panamera,8,440,23.7,21,28,4,Premium Unleaded,56.0,198.8,76.3,116.1
2018 Porsche Panamera - Turbo AWD,img.autobytel.com/2018/porsche/panamera/2-550-oemexteriorfront1300-85067.jpg,"150,000",2018 Porsche Panamera,8,550,23.7,18,25,4,Premium Unleaded,56.1,198.8,76.3,116.1
2018 Porsche Panamera - 4 Executive AWD,img.autobytel.com/2018/porsche/panamera/2-550-oemexteriorfront1300-85068.jpg,"96,300",2018 Porsche Panamera,8,330,23.7,21,27,4,Premium Unleaded,56.2,204.7,76.3,122.0
2018 Porsche Panamera - 4S Executive AWD,img.autobytel.com/2018/porsche/panamera/2-550-oemexteriorfront1300-85069.jpg,"113,900",2018 Porsche Panamera,8,440,23.7,21,28,4,Premium Unleaded,56.2,204.7,76.3,122.0
2018 Porsche Panamera - Turbo Executive AWD,img.autobytel.com/2018/porsche/panamera/2-550-oemexteriorfront1300-85070.jpg,"160,000",2018 Porsche Panamera,8,550,23.7,18,25,4,Premium Unleaded,56.4,204.7,76.3,122.0
2017 Porsche Panamera - RWD,img.autobytel.com/2017/porsche/panamera/2-550-oemexteriorfront1300-83684.jpg,"85,000",2017 Porsche Panamera,8,330,23.7,21,28,4,Premium Unleaded,56.0,198.8,76.3,116.1
2017 Porsche Panamera - 4 AWD,img.autobytel.com/2017/porsche/panamera/2-550-oemexteriorfront1300-83685.jpg,"89,600",2017 Porsche Panamera,8,330,23.7,21,27,4,Premium Unleaded,56.0,198.8,76.3,116.1
2017 Porsche Panamera - 4 Executive AWD,img.autobytel.com/2017/porsche/panamera/2-550-oemexteriorfront1300-83686.jpg,"96,300",2017 Porsche Panamera,8,330,23.7,21,27,4,Premium Unleaded,56.2,204.7,76.3,122.0
2017 Porsche Panamera - 4S AWD,img.autobytel.com/2017/porsche/panamera/2-550-oemexteriorfront1300-83687.jpg,"99,900",2017 Porsche Panamera,8,440,23.7,21,28,4,Premium Unleaded,56.0,198.8,76.3,116.1
2017 Porsche Panamera - 4S Executive AWD,img.autobytel.com/2017/porsche/panamera/2-550-oemexteriorfront1300-83688.jpg,"113,900",2017 Porsche Panamera,8,440,23.7,21,28,4,Premium Unleaded,56.2,204.7,76.3,122.0
2017 Porsche Panamera - Turbo AWD,img.autobytel.com/2017/porsche/panamera/2-550-oemexteriorfront1300-83689.jpg,"146,900",2017 Porsche Panamera,8,550,23.7,18,25,4,Premium Unleaded,56.1,198.8,76.3,116.1
2017 Porsche Panamera - Turbo Executive AWD,img.autobytel.com/2017/porsche/panamera/2-550-oemexteriorfront1300-83690.jpg,"160,000",2017 Porsche Panamera,8,550,23.7,18,25,4,Premium Unleaded,56.4,204.7,76.3,122.0
2016 Porsche Panamera - 2 RWD,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78236.jpg,"78,100",2016 Porsche Panamera,7,310,21.1,18,28,4,Premium Unleaded,55.8,197.4,76.0,115.0
2016 Porsche Panamera - Edition RWD,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78237.jpg,"80,000",2016 Porsche Panamera,7,310,21.1,18,28,4,Premium Unleaded,55.8,197.4,76.0,115.0
2016 Porsche Panamera - S RWD,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78238.jpg,"93,200",2016 Porsche Panamera,7,420,21.1,17,27,4,Premium Unleaded,55.8,197.4,76.0,115.0
2016 Porsche Panamera - 4 AWD,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78239.jpg,"82,800",2016 Porsche Panamera,7,310,21.1,18,27,4,Premium Unleaded,55.8,197.4,76.0,115.0
2016 Porsche Panamera - 4 Edition AWD,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78240.jpg,"84,300",2016 Porsche Panamera,7,310,21.1,18,27,4,Premium Unleaded,55.8,197.4,76.0,115.0
2016 Porsche Panamera - 4S AWD,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78241.jpg,"98,300",2016 Porsche Panamera,7,420,26.4,17,27,4,Premium Unleaded,55.8,197.4,76.0,115.0
2016 Porsche Panamera - 4S Executive AWD,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78242.jpg,"125,600",2016 Porsche Panamera,7,420,26.4,17,26,4,Premium Unleaded,56.1,203.3,76.0,120.9
2016 Porsche Panamera - GTS AWD,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78243.jpg,"113,400",2016 Porsche Panamera,7,440,26.4,16,24,4,Premium Unleaded,55.4,197.4,76.0,115.0
2016 Porsche Panamera - Turbo AWD,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78244.jpg,"141,300",2016 Porsche Panamera,7,520,26.4,15,24,4,Premium Unleaded,55.4,197.4,76.0,115.0
2016 Porsche Panamera - Turbo Executive AWD,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78245.jpg,"161,100",2016 Porsche Panamera,7,520,26.4,15,24,4,Premium Unleaded,56.1,203.3,76.0,120.9
2016 Porsche Panamera - Turbo S AWD,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78246.jpg,"180,300",2016 Porsche Panamera,7,570,26.4,15,24,4,Premium Unleaded,55.8,197.4,76.0,115.0
2016 Porsche Panamera - Turbo S Executive AWD,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78247.jpg,"200,500",2016 Porsche Panamera,7,570,26.4,15,24,4,Premium Unleaded,56.1,203.3,76.0,120.9
2016 Porsche Panamera - Exclusive Series AWD,img.autobytel.com/2016/porsche/panamera/2-550-threequartersview101-78248.jpg,"263,900",2016 Porsche Panamera,7,570,26.4,15,24,4,Premium Unleaded,56.1,203.3,76.0,120.9
2015 Porsche Panamera - 2 RWD,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74507.jpg,"78,100",2015 Porsche Panamera,7,310,21.1,18,28,4,Premium Unleaded,55.8,197.4,76.0,115.0
2015 Porsche Panamera - S RWD,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74508.jpg,"93,200",2015 Porsche Panamera,7,420,21.1,17,27,4,Premium Unleaded,55.8,197.4,76.0,115.0
2015 Porsche Panamera - 4 AWD,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74509.jpg,"82,800",2015 Porsche Panamera,7,310,21.1,18,27,4,Premium Unleaded,55.8,197.4,76.0,115.0
2015 Porsche Panamera - 4S AWD,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74510.jpg,"98,300",2015 Porsche Panamera,7,420,26.4,17,27,4,Premium Unleaded,55.8,197.4,76.0,115.0
2015 Porsche Panamera - GTS AWD,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74511.jpg,"113,400",2015 Porsche Panamera,7,440,26.4,16,24,4,Premium Unleaded,55.4,197.4,76.0,115.0
2015 Porsche Panamera - Turbo AWD,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74512.jpg,"141,300",2015 Porsche Panamera,7,520,26.4,15,24,4,Premium Unleaded,55.4,197.4,76.0,115.0
2015 Porsche Panamera - 4S Executive AWD,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74513.jpg,"125,600",2015 Porsche Panamera,7,420,26.4,17,26,4,Premium Unleaded,56.1,203.3,76.0,120.9
2015 Porsche Panamera - Turbo Executive AWD,img.autobytel.com/2015/porsche/panamera/3-550-061014%20porsche%20panamera%202015-74514.jpg,"161,100",2015 Porsche Panamera,7,520,26.4,15,24,4,Premium Unleaded,56.1,203.3,76.0,120.9
2015 Porsche Panamera - Turbo S AWD,img.autobytel.com/2015/porsche/panamera/2-550-threequartersview101-74515.jpg,"180,300",2015 Porsche Panamera,7,570,26.4,15,24,4,Premium Unleaded,55.8,197.4,76.0,115.0
2015 Porsche Panamera - Turbo S Executive AWD,img.autobytel.com/2015/porsche/panamera/2-550-threequartersview101-74516.jpg,"200,500",2015 Porsche Panamera,7,570,26.4,15,24,4,Premium Unleaded,56.1,203.3,76.0,120.9
2014 Porsche Panamera - 2 RWD,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72152.jpg,"78,100",2014 Porsche Panamera,7,310,21.1,18,28,4,Premium Unleaded,55.8,197.4,76.0,115.0
2014 Porsche Panamera - S RWD,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72153.jpg,"93,200",2014 Porsche Panamera,7,420,21.1,17,27,4,Premium Unleaded,55.8,197.4,76.0,115.0
2014 Porsche Panamera - 4 AWD,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72154.jpg,"82,800",2014 Porsche Panamera,7,310,21.1,18,27,4,Premium Unleaded,55.8,197.4,76.0,115.0
2014 Porsche Panamera - 4S AWD,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72155.jpg,"98,300",2014 Porsche Panamera,7,420,26.4,17,27,4,Premium Unleaded,55.8,197.4,76.0,115.0
2014 Porsche Panamera - GTS AWD,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72156.jpg,"113,400",2014 Porsche Panamera,7,440,26.4,16,24,4,Premium Unleaded,55.4,197.4,76.0,115.0
2014 Porsche Panamera - Turbo AWD,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72157.jpg,"141,300",2014 Porsche Panamera,7,520,26.4,15,24,4,Premium Unleaded,55.4,197.4,76.0,115.0
2014 Porsche Panamera - 4S Executive AWD,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72158.jpg,"125,600",2014 Porsche Panamera,7,420,26.4,17,26,4,Premium Unleaded,56.1,203.3,76.0,120.9
2014 Porsche Panamera - Turbo Executive AWD,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-72159.jpg,"161,100",2014 Porsche Panamera,7,520,26.4,15,24,4,Premium Unleaded,56.1,203.3,76.0,120.9
2014 Porsche Panamera - Turbo S AWD,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-73121.jpg,"180,300",2014 Porsche Panamera,7,570,26.4,15,24,4,Premium Unleaded,55.8,197.4,76.0,115.0
2014 Porsche Panamera - Turbo S Executive AWD,img.autobytel.com/2014/porsche/panamera/3-550-061014%20porsche%20panamera%202014-73122.jpg,"200,500",2014 Porsche Panamera,7,570,26.4,15,24,4,Premium Unleaded,56.1,203.3,76.0,120.9
2013 Porsche Panamera - 2 RWD,img.autobytel.com/2013/porsche/panamera/2-550-oemexteriorfront-69365.jpg,"75,850",2013 Porsche Panamera,,,21.1,,,,Premium Unleaded,,,,"2,920mm (115.0"
2013 Porsche Panamera - S RWD,img.autobytel.com/2013/porsche/panamera/2-550-oemexteriorfront-69366.jpg,"91,350",2013 Porsche Panamera,,,21.1,,,,Premium Unleaded,,,,"2,920mm (115.0"
2013 Porsche Panamera - 4 (PDK) AWD,img.autobytel.com/2013/porsche/panamera/2-550-oemexteriorfront-69367.jpg,"80,450",2013 Porsche Panamera,,,21.1,,,,Premium Unleaded,,,,"2,918mm (114.9"
2013 Porsche Panamera - 4S (PDK) AWD,img.autobytel.com/2013/porsche/panamera/2-550-oemexteriorfront-69368.jpg,"96,350",2013 Porsche Panamera,,,26.4,,,,Premium Unleaded,,,,"2,918mm (114.9"
2013 Porsche Panamera - GTS AWD,img.autobytel.com/2013/porsche/panamera/2-550-oemexteriorfront-69369.jpg,"109,900",2013 Porsche Panamera,,,26.4,,,,Premium Unleaded,,,,"2,918mm (114.9"
2013 Porsche Panamera - Turbo (PDK) AWD,img.autobytel.com/2013/porsche/panamera/2-550-oemexteriorfront-69370.jpg,"138,650",2013 Porsche Panamera,,,26.4,,,,Premium Unleaded,,,,"2,918mm (114.9"
2013 Porsche Panamera - Turbo S (PDK) AWD,img.autobytel.com/2013/porsche/panamera/2-550-oemexteriorfront-69371.jpg,"175,300",2013 Porsche Panamera,,,26.4,,,,Premium Unleaded,,,,"2,918mm (114.9"
2013 Porsche Panamera - Platinum Edition RWD,img.autobytel.com/2013/porsche/panamera/2-550-oemexteriorfront-70933.jpg,"80,500",2013 Porsche Panamera,,,21.1,,,,Premium Unleaded,,,,"2,920mm (115.0"
2013 Porsche Panamera - 4 Platinum Edition (PDK) AWD,img.autobytel.com/2013/porsche/panamera/2-550-oemexteriorfront-70934.jpg,"84,600",2013 Porsche Panamera,,,21.1,,,,Premium Unleaded,,,,"2,918mm (114.9"
2012 Porsche Panamera - 2 RWD,img.autobytel.com/2012/porsche/panamera/2-550-oemexteriorfront-67517.jpg,"75,200",2012 Porsche Panamera,,,21.1,,,,Premium Unleaded,,,,"2,920mm (115.0"
2012 Porsche Panamera - S RWD,img.autobytel.com/2012/porsche/panamera/2-550-oemexteriorfront-67518.jpg,"90,300",2012 Porsche Panamera,,,21.1,,,,Premium Unleaded,,,,"2,920mm (115.0"
2012 Porsche Panamera - 4 AWD,img.autobytel.com/2012/porsche/panamera/2-550-oemexteriorfront-67519.jpg,"79,800",2012 Porsche Panamera,,,21.1,,,,Premium Unleaded,,,,"2,918mm (114.9"
2012 Porsche Panamera - 4S AWD,img.autobytel.com/2012/porsche/panamera/2-550-oemexteriorfront-67520.jpg,"95,200",2012 Porsche Panamera,,,26.4,,,,Premium Unleaded,,,,"2,918mm (114.9"
2012 Porsche Panamera - Turbo AWD,img.autobytel.com/2012/porsche/panamera/2-550-oemexteriorfront-67521.jpg,"136,700",2012 Porsche Panamera,,,26.4,,,,Premium Unleaded,,,,"2,918mm (114.9"
2012 Porsche Panamera - Turbo S AWD,img.autobytel.com/2012/porsche/panamera/2-550-oemexteriorfront-67522.jpg,"173,200",2012 Porsche Panamera,,,26.4,,,,Premium Unleaded,,,,"2,918mm (114.9"
2011 Porsche Panamera - 2 RWD,img.autobytel.com/2011/porsche/panamera/2-550-oemexteriorfront-65476.jpg,"74,400",2011 Porsche Panamera,,,21.1,,,,Premium Unleaded,,,,"2,918mm (114.9"
2011 Porsche Panamera - S RWD,img.autobytel.com/2011/porsche/panamera/2-550-oemexteriorfront-65477.jpg,"89,800",2011 Porsche Panamera,,,21.1,,,,Premium Unleaded,,,,"2,918mm (114.9"
2011 Porsche Panamera - 4 AWD,img.autobytel.com/2011/porsche/panamera/2-550-oemexteriorfront-65478.jpg,"78,900",2011 Porsche Panamera,,,21.1,,,,Premium Unleaded,,,,"2,918mm (114.9"
2011 Porsche Panamera - 4S AWD,img.autobytel.com/2011/porsche/panamera/2-550-oemexteriorfront-65479.jpg,"94,700",2011 Porsche Panamera,,,26.4,,,,Premium Unleaded,,,,"2,918mm (114.9"
2011 Porsche Panamera - Turbo AWD,img.autobytel.com/2011/porsche/panamera/2-550-oemexteriorfront-65480.jpg,"135,300",2011 Porsche Panamera,,,26.4,,,,Premium Unleaded,,,,"2,918mm (114.9"
2010 Porsche Panamera - RWD,img.autobytel.com/2010/porsche/panamera/2-550-oemexteriorfront-61990.jpg,"89,800",2010 Porsche Panamera,,,21.1,,,,Premium Unleaded,,,,"2,918mm (114.9"
2010 Porsche Panamera - 4S AWD,img.autobytel.com/2010/porsche/panamera/2-550-oemexteriorfront-61991.jpg,"93,800",2010 Porsche Panamera,,,26.4,,,,Premium Unleaded,,,,"2,918mm (114.9"
2010 Porsche Panamera - Turbo AWD,img.autobytel.com/2010/porsche/panamera/2-550-oemexteriorfront-61992.jpg,"132,600",2010 Porsche Panamera,,,26.4,,,,Premium Unleaded,,,,"2,918mm (114.9"
2005 Porsche Carrera GT - Base,img.autobytel.com/2005/porsche/carrera-gt/2-550-oemexteriorfront-39206.jpg,"440,000",2005 Porsche Carrera GT,,,24.3,,,,premium unleaded,,,,"2,731mm (107.5"
2004 Porsche Carrera GT - Base,img.autobytel.com/2004/porsche/carrera-gt/2-550-oemexteriorview-35883.jpg,"440,000",2004 Porsche Carrera GT,,,24.3,,,,premium unleaded,,,,"2,731mm (107.5"
2023 Porsche Cayenne Coupe - Base,img.autobytel.com/2023/porsche/cayenne-coupe/2-550-oem-exterior-front1300-101851.jpg,"80,700",2023 Porsche Cayenne Coupe,8,335,23.7,17,22,4,Premium Unleaded,66.0,194.2,78.1,114.0
2023 Porsche Cayenne Coupe - Platinum Edition,img.autobytel.com/2023/porsche/cayenne-coupe/2-550-oem-exterior-front1300-101852.jpg,"84,800",2023 Porsche Cayenne Coupe,8,335,23.7,19,23,4,Premium Unleaded,66.0,194.2,78.1,114.0
2023 Porsche Cayenne Coupe - S,img.autobytel.com/2023/porsche/cayenne-coupe/2-550-oem-exterior-front1300-101853.jpg,"95,200",2023 Porsche Cayenne Coupe,8,434,23.7,16,21,4,Premium Unleaded,66.0,194.2,78.1,114.0
2023 Porsche Cayenne Coupe - S Platinum Edition,img.autobytel.com/2023/porsche/cayenne-coupe/2-550-oem-exterior-front1300-101854.jpg,"97,300",2023 Porsche Cayenne Coupe,8,434,23.7,18,22,4,Premium Unleaded,66.0,194.2,78.1,114.0
2023 Porsche Cayenne Coupe - GTS,img.autobytel.com/2023/porsche/cayenne-coupe/2-550-oem-exterior-front1300-101855.jpg,"115,800",2023 Porsche Cayenne Coupe,8,453,23.7,15,19,4,Premium Unleaded,64.7,194.5,78.6,114.0
2023 Porsche Cayenne Coupe - Turbo,img.autobytel.com/2023/porsche/cayenne-coupe/2-550-oem-exterior-front1300-101856.jpg,"139,500",2023 Porsche Cayenne Coupe,8,541,23.7,15,20,4,Premium Unleaded,65.1,194.5,78.4,114.0
2023 Porsche Cayenne Coupe - Turbo GT,img.autobytel.com/2023/porsche/cayenne-coupe/2-550-oem-exterior-front1300-101857.jpg,"188,700",2023 Porsche Cayenne Coupe,8,631,23.7,14,19,4,Premium Unleaded,64.4,194.6,78.6,114.0
2022 Porsche Cayenne Coupe - Base,img.autobytel.com/2022/porsche/cayenne-coupe/2-550-oem-exterior-front1300-98558.jpg,"77,500",2022 Porsche Cayenne Coupe,8,335,23.7,17,22,4,Premium Unleaded,66.0,194.2,78.1,114.0
2022 Porsche Cayenne Coupe - S,img.autobytel.com/2022/porsche/cayenne-coupe/2-550-oem-exterior-front1300-98559.jpg,"91,100",2022 Porsche Cayenne Coupe,8,434,23.7,16,21,4,Premium Unleaded,66.0,194.2,78.1,114.0
2022 Porsche Cayenne Coupe - GTS,img.autobytel.com/2022/porsche/cayenne-coupe/2-550-oem-exterior-front1300-98560.jpg,"111,700",2022 Porsche Cayenne Coupe,8,453,23.7,15,19,4,Premium Unleaded,64.7,194.5,78.6,114.0
2022 Porsche Cayenne Coupe - Turbo,img.autobytel.com/2022/porsche/cayenne-coupe/2-550-oem-exterior-front1300-98561.jpg,"133,500",2022 Porsche Cayenne Coupe,8,541,23.7,15,20,4,Premium Unleaded,65.1,194.5,78.4,114.0
2022 Porsche Cayenne Coupe - Turbo GT,img.autobytel.com/2022/porsche/cayenne-coupe/2-550-oem-exterior-front1300-98562.jpg,"180,800",2022 Porsche Cayenne Coupe,8,541,23.7,14,19,4,Premium Unleaded,64.4,194.6,78.6,114.0
2022 Porsche Cayenne Coupe - Platinum Edition,img.autobytel.com/2022/porsche/cayenne-coupe/2-550-oem-exterior-front1300-100304.jpg,"83,300",2022 Porsche Cayenne Coupe,8,335,23.7,19,23,4,Premium Unleaded,66.0,194.2,78.1,114.0
2022 Porsche Cayenne Coupe - S Platinum Edition,img.autobytel.com/2022/porsche/cayenne-coupe/2-550-oem-exterior-front1300-100305.jpg,"95,600",2022 Porsche Cayenne Coupe,8,434,23.7,18,22,4,Premium Unleaded,66.0,194.2,78.1,114.0
2021 Porsche Cayenne Coupe - Base,img.autobytel.com/2021/porsche/cayenne-coupe/2-550-oem-exterior-front1300-95700.jpg,"76,500",2021 Porsche Cayenne Coupe,8,335,23.7,19,23,4,Premium Unleaded,66.0,194.2,78.1,114.0
2021 Porsche Cayenne Coupe - S,img.autobytel.com/2021/porsche/cayenne-coupe/2-550-oem-exterior-front1300-95701.jpg,"89,900",2021 Porsche Cayenne Coupe,8,434,23.7,18,22,4,Premium Unleaded,66.0,194.2,78.1,114.0
2021 Porsche Cayenne Coupe - GTS,img.autobytel.com/2021/porsche/cayenne-coupe/2-550-oem-exterior-front1300-95702.jpg,"110,500",2021 Porsche Cayenne Coupe,8,453,23.7,15,19,4,Premium Unleaded,64.7,194.5,78.6,114.0
2021 Porsche Cayenne Coupe - Turbo,img.autobytel.com/2021/porsche/cayenne-coupe/2-550-oem-exterior-front1300-95703.jpg,"131,900",2021 Porsche Cayenne Coupe,8,541,23.7,15,19,4,Premium Unleaded,65.1,194.5,78.4,114.0
2020 Porsche Cayenne Coupe - Base,img.autobytel.com/2020/porsche/cayenne-coupe/2-550-oemexteriorfront1300-92319.JPG,"75,300",2020 Porsche Cayenne Coupe,8,335,23.7,19,23,4,Premium Unleaded,66.0,194.2,78.1,114.0
2020 Porsche Cayenne Coupe - S,img.autobytel.com/2020/porsche/cayenne-coupe/2-550-oemexteriorfront1300-92320.JPG,"88,600",2020 Porsche Cayenne Coupe,8,434,23.7,18,22,4,Premium Unleaded,66.0,194.2,78.1,114.0
2020 Porsche Cayenne Coupe - Turbo,img.autobytel.com/2020/porsche/cayenne-coupe/2-550-oemexteriorfront1300-92321.JPG,"130,100",2020 Porsche Cayenne Coupe,8,541,23.7,15,19,4,Premium Unleaded,65.1,194.2,78.4,114.0
2013 Porsche Panamera Hybrid - Base,img.autobytel.com/2013/porsche/panamera-hybrid/2-550-oemexteriorfront-69372.jpg,"96,150",2013 Porsche Panamera Hybrid,,,21.1,,,,Premium Unleaded,,,,"2,918mm (114.9"
2012 Porsche Panamera Hybrid - Base,img.autobytel.com/2012/porsche/panamera-hybrid/2-550-oemexteriorfront-67523.jpg,"95,000",2012 Porsche Panamera Hybrid,,,21.1,,,,Premium Unleaded,,,,"2,918mm (114.9"
2022 Porsche Boxster - 25 Years,img.autobytel.com/2022/porsche/boxster/2-550-oem-exterior-front1300-97560.jpg,"100,100",2022 Porsche Boxster,6,394,16.9,,,2,Premium Unleaded,50.1,172.9,70.9,97.4
2021 Porsche Boxster - 25 Years,img.autobytel.com/2021/porsche/boxster/2-550-oem-exterior-front1300-97009.jpg,"98,600",2021 Porsche Boxster,6,394,16.9,,,2,Premium Unleaded,50.1,172.9,70.9,97.4
2016 Porsche Boxster - Base,img.autobytel.com/2016/porsche/boxster/2-550-threequartersview101-78563.jpg,"52,100",2016 Porsche Boxster,,,16.9,,,,Premium Unleaded,,,,"2,475mm (97.4"
2016 Porsche Boxster - S,img.autobytel.com/2016/porsche/boxster/2-550-threequartersview101-78564.jpg,"63,900",2016 Porsche Boxster,,,16.9,,,,Premium Unleaded,,,,"2,475mm (97.4"
2016 Porsche Boxster - GTS,img.autobytel.com/2016/porsche/boxster/2-550-threequartersview101-78565.jpg,"74,600",2016 Porsche Boxster,,,16.9,,,,Premium Unleaded,,,,"2,475mm (97.4"
2016 Porsche Boxster - Black Edition,img.autobytel.com/2016/porsche/boxster/2-550-oemexteriorview852-78566.jpg,"59,100",2016 Porsche Boxster,,,16.9,,,,Premium Unleaded,,,,"2,475mm (97.4"
2016 Porsche Boxster - Spyder,img.autobytel.com/2016/porsche/boxster/2-550-oemexteriorfront1300-78567.jpg,"82,100",2016 Porsche Boxster,,,14.3,,,,Premium Unleaded,,,,"2,475mm (97.4"
