,msrp,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Overall height,Overall Length,Overall Width,Wheelbase,Recommended fuel,img,model,year
2015 Audi A4 - FrontTrak FrontTrak Sedan w/o Sunroof,35500.0,0.0,220.0,16.1,24.0,32.0,5.0,56.2,185.1,71.9,110.6,2.0,img.autobytel.com/2015/audi/a4/2-550-oemexteriorfront1300-74122.jpg,2015 Audi A4,2015
2015 Audi A4 - (M6) quattro Sedan,36400.0,6.0,220.0,16.1,22.0,32.0,5.0,56.2,185.1,71.9,110.6,2.0,img.autobytel.com/2015/audi/a4/2-550-oemexteriorfront1300-74123.jpg,2015 Audi A4,2015
2015 Audi A4 - quattro Sedan,37600.0,8.0,220.0,16.1,22.0,31.0,5.0,56.2,185.1,71.9,110.6,2.0,img.autobytel.com/2015/audi/a4/2-550-oemexteriorfront1300-74201.jpg,2015 Audi A4,2015
2014 Audi A4 - Premium FrontTrak FrontTrak Sedan,33800.0,0.0,220.0,16.1,24.0,32.0,5.0,56.2,185.1,71.9,110.6,2.0,img.autobytel.com/2014/audi/a4/3-550-060314%20audi%20a4%202014-71258.jpg,2014 Audi A4,2014
2014 Audi A4 - (M6) quattro Sedan,34700.0,6.0,220.0,16.1,22.0,32.0,5.0,56.2,185.1,71.9,110.6,2.0,img.autobytel.com/2014/audi/a4/3-550-060314%20audi%20a4%202014-71259.jpg,2014 Audi A4,2014
2014 Audi A4 - quattro Sedan,35900.0,8.0,220.0,16.1,20.0,29.0,5.0,56.2,185.1,71.9,110.6,2.0,img.autobytel.com/2014/audi/a4/3-550-060314%20audi%20a4%202014-71260.jpg,2014 Audi A4,2014
2013 Audi A4 - Premium FrontTrak FrontTrak Sedan w/o Sunroof,32500.0,0.0,211.0,16.1,24.0,31.0,5.0,56.2,185.1,71.9,110.6,2.0,img.autobytel.com/2013/audi/a4/2-550-oemexteriorfront-68606.jpg,2013 Audi A4,2013
2013 Audi A4 - Premium (M6) quattro Sedan,33400.0,6.0,211.0,16.1,22.0,32.0,5.0,56.2,185.1,71.9,110.6,2.0,img.autobytel.com/2013/audi/a4/2-550-oemexteriorfront-68607.jpg,2013 Audi A4,2013
2013 Audi A4 - Premium quattro Sedan,34600.0,8.0,211.0,16.1,20.0,30.0,5.0,56.2,185.1,71.9,110.6,2.0,img.autobytel.com/2013/audi/a4/2-550-oemexteriorfront-68608.jpg,2013 Audi A4,2013
2012 Audi A4 - Premium (Multitronic) FrontTrak FrontTrak Sedan,32500.0,0.0,211.0,16.9,22.0,30.0,5.0,56.2,185.2,72.0,110.6,2.0,img.autobytel.com/2012/audi/a4/2-550-oemexteriorfront-66324.jpg,2012 Audi A4,2012
2012 Audi A4 - Premium (M6) quattro Sedan,33300.0,6.0,211.0,16.9,21.0,31.0,5.0,56.2,185.2,72.0,110.6,2.0,img.autobytel.com/2012/audi/a4/2-550-oemexteriorfront-66325.jpg,2012 Audi A4,2012
2012 Audi A4 - Premium quattro Sedan,34600.0,8.0,211.0,16.9,21.0,29.0,5.0,56.2,185.2,72.0,110.6,2.0,img.autobytel.com/2012/audi/a4/2-550-oemexteriorfront-66326.jpg,2012 Audi A4,2012
2012 Audi A4 - Premium (Tiptronic) quattro quattro Avant,36400.0,8.0,211.0,16.9,21.0,29.0,5.0,56.5,185.2,72.0,110.6,2.0,img.autobytel.com/2012/audi/a4/2-550-oemexteriorfront-66327.jpg,2012 Audi A4,2012
2011 Audi A4 - FrontTrak FrontTrak Sedan w/o Sunroof,32300.0,0.0,211.0,17.2,22.0,30.0,5.0,56.2,185.2,71.9,110.6,2.0,img.autobytel.com/2011/audi/a4/2-550-oemexteriorfront-63790.jpg,2011 Audi A4,2011
2011 Audi A4 - (M6) quattro Sedan,33200.0,6.0,211.0,17.2,21.0,31.0,5.0,56.2,185.2,71.9,110.6,2.0,img.autobytel.com/2011/audi/a4/2-550-oemexteriorfront-63791.jpg,2011 Audi A4,2011
2011 Audi A4 - quattro Sedan,34500.0,8.0,211.0,17.2,21.0,29.0,5.0,56.2,185.2,71.9,110.6,2.0,img.autobytel.com/2011/audi/a4/2-550-oemexteriorfront-63792.jpg,2011 Audi A4,2011
2011 Audi A4 - quattro quattro Avant w/o Sunroof,36300.0,8.0,211.0,17.2,21.0,29.0,5.0,56.5,185.2,71.9,110.6,2.0,img.autobytel.com/2011/audi/a4/2-550-oemexteriorfront-63793.jpg,2011 Audi A4,2011
2010 Audi A4 - quattro quattro Avant w/o Sunroof,35350.0,6.0,211.0,17.2,21.0,27.0,5.0,56.5,185.2,71.9,110.6,2.0,img.autobytel.com/2010/audi/a4/2-550-oemexteriorfront-52995.jpg,2010 Audi A4,2010
2010 Audi A4 - FrontTrak FrontTrak Sedan w/o Sunroof,31450.0,0.0,211.0,17.2,23.0,30.0,5.0,56.2,185.2,71.9,110.6,2.0,img.autobytel.com/2010/audi/a4/2-550-oemexteriorfront-52999.jpg,2010 Audi A4,2010
2010 Audi A4 - (M6) quattro Sedan,32350.0,6.0,211.0,17.2,22.0,30.0,5.0,56.2,185.2,71.9,110.6,2.0,img.autobytel.com/2010/audi/a4/2-550-oemexteriorfront-53000.jpg,2010 Audi A4,2010
2009 Audi A4 - quattro quattro Station Wagon w/o Sunroof,34850.0,6.0,211.0,16.9,21.0,27.0,5.0,56.5,185.2,71.9,110.6,2.0,img.autobytel.com/2009/audi/a4/2-550-oemexteriorfront-51033.jpg,2009 Audi A4,2009
2009 Audi A4 - FrontTrak FrontTrak Sedan w/o Sunroof,31000.0,0.0,211.0,16.9,23.0,30.0,5.0,56.2,185.2,71.9,110.6,2.0,img.autobytel.com/2009/audi/a4/2-550-oemexteriorfront-51034.jpg,2009 Audi A4,2009
2009 Audi A4 - 2.0T quattro Sedan Tiptronic,33050.0,6.0,211.0,16.9,21.0,27.0,5.0,56.2,185.2,71.9,110.6,2.0,img.autobytel.com/2009/audi/a4/2-550-oemexteriorfront-51035.jpg,2009 Audi A4,2009
2009 Audi A4 - 3.2 Plus quattro Sedan,40400.0,6.0,265.0,16.9,17.0,26.0,5.0,56.2,185.2,71.9,110.6,2.0,img.autobytel.com/2009/audi/a4/2-550-oemexteriorfront-51039.jpg,2009 Audi A4,2009
2009 Audi A4 - 2.0T (M6) quattro Sedan,31850.0,6.0,211.0,16.9,22.0,30.0,5.0,56.2,185.2,71.9,110.6,2.0,img.autobytel.com/2009/audi/a4/2-550-oeminteriorview-51388.jpg,2009 Audi A4,2009
2009 Audi A4 - FrontTrak FrontTrak Cabriolet,40750.0,0.0,200.0,18.5,23.0,30.0,4.0,56.2,181.0,70.0,104.3,2.0,img.autobytel.com/2009/audi/a4/2-550-oemexteriorfront-63059.jpg,2009 Audi A4,2009
2009 Audi A4 - Special Edition FrontTrak FrontTrak Cabriolet,40750.0,0.0,200.0,18.5,23.0,30.0,4.0,56.2,181.0,70.0,104.3,2.0,img.autobytel.com/2009/audi/a4/2-550-threequartersview-63060.jpg,2009 Audi A4,2009
2009 Audi A4 - 2.0T quattro quattro Cabriolet,42850.0,6.0,200.0,16.6,21.0,27.0,4.0,56.2,181.0,70.0,104.3,2.0,img.autobytel.com/2009/audi/a4/2-550-oemexteriorfront-63061.jpg,2009 Audi A4,2009
2009 Audi A4 - 3.2 quattro quattro Cabriolet,48800.0,6.0,255.0,16.6,17.0,25.0,4.0,56.2,181.0,70.0,104.3,2.0,img.autobytel.com/2009/audi/a4/2-550-oemexteriorfront-63062.jpg,2009 Audi A4,2009
2009 Audi A4 - 2.0T Special Edition quattro quattro Cabriolet,42850.0,6.0,200.0,16.6,21.0,27.0,4.0,56.2,181.0,70.0,104.3,2.0,img.autobytel.com/2009/audi/a4/2-550-threequartersview-63063.jpg,2009 Audi A4,2009
2009 Audi A4 - 3.2 Special Edition quattro quattro Cabriolet,48800.0,6.0,255.0,16.6,17.0,25.0,4.0,56.2,181.0,70.0,104.3,2.0,img.autobytel.com/2009/audi/a4/2-550-threequartersview-63064.jpg,2009 Audi A4,2009
2008 Audi A4 - 2.0T (A6) quattro quattro Station Wagon,33300.0,6.0,200.0,16.6,19.0,27.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-45466.jpg,2008 Audi A4,2008
2008 Audi A4 - 2.0T (A6) quattro Sedan,32300.0,6.0,200.0,16.6,19.0,27.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-45468.jpg,2008 Audi A4,2008
2008 Audi A4 - 2.0T quattro quattro Cabriolet,41850.0,6.0,200.0,16.6,19.0,27.0,4.0,56.2,181.0,70.0,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-45471.jpg,2008 Audi A4,2008
2008 Audi A4 - FrontTrak FrontTrak Cabriolet,39750.0,0.0,200.0,18.5,21.0,30.0,4.0,56.2,181.0,70.0,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-45472.jpg,2008 Audi A4,2008
2008 Audi A4 - 3.2 (M6) quattro quattro Station Wagon,38250.0,6.0,255.0,16.6,15.0,25.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-45473.jpg,2008 Audi A4,2008
2008 Audi A4 - 3.2 (A6) quattro quattro Station Wagon,39400.0,6.0,255.0,16.6,17.0,25.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-45474.jpg,2008 Audi A4,2008
2008 Audi A4 - 3.2 quattro quattro Cabriolet,47900.0,6.0,255.0,16.6,17.0,25.0,4.0,56.2,181.0,70.0,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-45475.jpg,2008 Audi A4,2008
2008 Audi A4 - 3.2 (M6) quattro Sedan,37250.0,6.0,255.0,16.6,15.0,25.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-45476.jpg,2008 Audi A4,2008
2008 Audi A4 - 3.2 (A6) quattro Sedan,38400.0,6.0,255.0,16.6,17.0,25.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-45477.jpg,2008 Audi A4,2008
2008 Audi A4 - 3.2 FrontTrak FrontTrak Sedan w/o Heated Seats,36300.0,0.0,255.0,18.5,18.0,27.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-45479.jpg,2008 Audi A4,2008
2008 Audi A4 - 2.0T Special Edition (M6) FrontTrak FrontTrak Seda,29750.0,6.0,200.0,18.5,20.0,31.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-threequartersview-47434.jpg,2008 Audi A4,2008
2008 Audi A4 - 2.0T Special Edition FrontTrak FrontTrak Sedan,31050.0,0.0,200.0,18.5,21.0,30.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-threequartersview-47435.jpg,2008 Audi A4,2008
2008 Audi A4 - 2.0T Special Edition (M6) quattro quattro Station,33025.0,6.0,200.0,16.6,20.0,28.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-47436.jpg,2008 Audi A4,2008
2008 Audi A4 - 2.0T Special Edition (A6) quattro quattro Station,34325.0,6.0,200.0,16.6,19.0,27.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-47437.jpg,2008 Audi A4,2008
2008 Audi A4 - 2.0T Special Edition (M6) quattro Sedan,32025.0,6.0,200.0,16.6,20.0,28.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-threequartersview-47438.jpg,2008 Audi A4,2008
2008 Audi A4 - 2.0T Special Edition (A6) quattro Sedan,33325.0,6.0,200.0,16.6,19.0,27.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-threequartersview-47439.jpg,2008 Audi A4,2008
2008 Audi A4 - 2.0T (M6) FrontTrak FrontTrak Sedan,28900.0,6.0,200.0,18.5,20.0,31.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-62986.jpg,2008 Audi A4,2008
2008 Audi A4 - 2.0T (Multitronic) FrontTrak FrontTrak Sedan,30200.0,0.0,200.0,18.5,21.0,30.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-62987.jpg,2008 Audi A4,2008
2008 Audi A4 - 2.0T (M6) quattro Sedan,31000.0,6.0,200.0,16.6,20.0,28.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-62988.jpg,2008 Audi A4,2008
2008 Audi A4 - 2.0T (M6) quattro quattro Station Wagon,32000.0,6.0,200.0,16.6,20.0,28.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2008/audi/a4/2-550-oemexteriorfront-62989.jpg,2008 Audi A4,2008
2007 Audi A4 - 2.0T (M6) FrontTrak FrontTrak Sedan w/Sunroof,28240.0,6.0,200.0,18.5,23.0,34.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorview-42839.jpg,2007 Audi A4,2007
2007 Audi A4 - 2.0T (M6) quattro quattro Station Wagon w/Sunroof,31340.0,6.0,200.0,16.6,22.0,31.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-threequartersview-42840.jpg,2007 Audi A4,2007
2007 Audi A4 - 2.0T (A6) quattro quattro Station Wagon w/Sunroof,32540.0,6.0,200.0,16.6,22.0,30.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-threequartersview-42841.jpg,2007 Audi A4,2007
2007 Audi A4 - 2.0T (M6) quattro Sedan w/Sunroof,30340.0,6.0,200.0,16.6,22.0,31.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorview-42842.jpg,2007 Audi A4,2007
2007 Audi A4 - 2.0T (A6) quattro Sedan w/Sunroof,31540.0,6.0,200.0,16.6,22.0,30.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorview-42843.jpg,2007 Audi A4,2007
2007 Audi A4 - 2.0T FrontTrak FrontTrak Sedan w/Sunroof,29440.0,0.0,200.0,18.5,24.0,32.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorview-42844.jpg,2007 Audi A4,2007
2007 Audi A4 - 3.2 (M6) quattro quattro Station Wagon w/Heated Se,37440.0,6.0,255.0,16.6,17.0,27.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-threequartersview-42846.jpg,2007 Audi A4,2007
2007 Audi A4 - 3.2 (A6) quattro quattro Station Wagon w/Heated Se,38640.0,6.0,255.0,16.6,19.0,27.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-threequartersview-42847.jpg,2007 Audi A4,2007
2007 Audi A4 - 3.2 (M6) quattro Sedan w/Heated Seats,36440.0,6.0,255.0,16.6,17.0,27.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorview-42848.jpg,2007 Audi A4,2007
2007 Audi A4 - 3.2 (A6) quattro Sedan w/Heated Seats,37640.0,6.0,255.0,16.6,19.0,27.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorview-42849.jpg,2007 Audi A4,2007
2007 Audi A4 - 3.2 FrontTrak FrontTrak Sedan w/Heated Seats,35540.0,0.0,255.0,18.5,21.0,29.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorview-42850.jpg,2007 Audi A4,2007
2007 Audi A4 - 2.0T quattro quattro Cabriolet,41200.0,6.0,200.0,16.6,22.0,30.0,4.0,54.8,180.0,70.0,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorfront-42968.jpg,2007 Audi A4,2007
2007 Audi A4 - FrontTrak FrontTrak Cabriolet,39100.0,0.0,200.0,18.5,24.0,32.0,4.0,54.8,180.0,70.0,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorfront-42969.jpg,2007 Audi A4,2007
2007 Audi A4 - 3.2 quattro quattro Cabriolet,46950.0,6.0,255.0,16.6,19.0,27.0,4.0,54.8,180.0,70.0,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorfront-42972.jpg,2007 Audi A4,2007
2007 Audi A4 - 2.0T (M6) FrontTrak FrontTrak Sedan w/o Sunroof,28240.0,6.0,200.0,18.5,23.0,34.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorfront-62907.jpg,2007 Audi A4,2007
2007 Audi A4 - 2.0T (Multitronic) FrontTrak FrontTrak Sedan,29440.0,0.0,200.0,18.5,24.0,32.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorfront-62908.jpg,2007 Audi A4,2007
2007 Audi A4 - 3.2 (Multitronic) FrontTrak FrontTrak Sedan,35540.0,0.0,255.0,18.5,21.0,29.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorfront-62909.jpg,2007 Audi A4,2007
2007 Audi A4 - 2.0T (M6) quattro Sedan w/o Sunroof,30340.0,6.0,200.0,16.6,22.0,31.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorfront-62910.jpg,2007 Audi A4,2007
2007 Audi A4 - 2.0T (A6) quattro Sedan w/o Sunroof,31540.0,6.0,200.0,16.6,22.0,30.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorfront-62911.jpg,2007 Audi A4,2007
2007 Audi A4 - 3.2 (M6) quattro Sedan w/o Heated Seats,36440.0,6.0,255.0,16.6,17.0,27.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorfront-62912.jpg,2007 Audi A4,2007
2007 Audi A4 - 3.2 (A6) quattro Sedan w/o Heated Seats,37640.0,6.0,255.0,16.6,19.0,27.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorfront-62913.jpg,2007 Audi A4,2007
2007 Audi A4 - 2.0T (M6) quattro quattro Station Wagon w/o Sunroo,31340.0,6.0,200.0,16.6,22.0,31.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorfront-62914.jpg,2007 Audi A4,2007
2007 Audi A4 - 2.0T (A6) quattro quattro Station Wagon w/o Sunroo,32540.0,6.0,200.0,16.6,22.0,30.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorfront-62915.jpg,2007 Audi A4,2007
2007 Audi A4 - 3.2 (M6) quattro quattro Station Wagon w/o Heated,37440.0,6.0,255.0,16.6,17.0,27.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorfront-62916.jpg,2007 Audi A4,2007
2007 Audi A4 - 3.2 (A6) quattro quattro Station Wagon w/o Heated,38640.0,6.0,255.0,16.6,19.0,27.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2007/audi/a4/2-550-oemexteriorfront-62917.jpg,2007 Audi A4,2007
2006 Audi A4 - FrontTrak FrontTrak Cabriolet,37340.0,0.0,170.0,18.5,23.0,30.0,4.0,54.8,180.0,70.0,104.5,2.0,img.autobytel.com/2006/audi/a4/2-550-oemexteriorfront-40180.jpg,2006 Audi A4,2006
2006 Audi A4 - 2.0T (M6) FrontTrak FrontTrak Sedan,28240.0,6.0,200.0,18.5,23.0,34.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2006/audi/a4/2-550-oemexteriorfront-40209.jpg,2006 Audi A4,2006
2006 Audi A4 - 2.0T (M6) quattro Quattro Station Wagon,31340.0,6.0,200.0,16.6,22.0,31.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2006/audi/a4/2-550-oemexteriorfront-40210.jpg,2006 Audi A4,2006
2006 Audi A4 - 2.0T (M6) quattro Sedan,30340.0,6.0,200.0,16.6,22.0,31.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2006/audi/a4/2-550-oemexteriorfront-40212.jpg,2006 Audi A4,2006
2006 Audi A4 - quattro Quattro Cabriolet,45490.0,5.0,220.0,16.6,18.0,25.0,4.0,54.8,180.0,70.0,104.5,2.0,img.autobytel.com/2006/audi/a4/2-550-oemexteriorfront-40311.jpg,2006 Audi A4,2006
2006 Audi A4 - 3.2 (M6) quattro Quattro Station Wagon,36390.0,6.0,255.0,16.6,17.0,27.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2006/audi/a4/2-550-oemexteriorfront-40312.jpg,2006 Audi A4,2006
2006 Audi A4 - 3.2 (M6) quattro Sedan,35390.0,6.0,255.0,16.6,17.0,27.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2006/audi/a4/2-550-oemexteriorfront-40315.jpg,2006 Audi A4,2006
2006 Audi A4 - 3.2 FrontTrak FrontTrak Sedan,34490.0,0.0,255.0,18.5,21.0,29.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2006/audi/a4/2-550-oemexteriorfront-40317.jpg,2006 Audi A4,2006
2005 Audi A4 - 2.0T (New) (M6) FrontTrak FrontTrak Sedan,27350.0,6.0,200.0,18.5,23.0,34.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-39334.jpg,2005 Audi A4,2005
2005 Audi A4 - 2.0T (New) (M6) quattro Quattro Station Wagon,30450.0,6.0,200.0,16.6,22.0,31.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-39335.jpg,2005 Audi A4,2005
2005 Audi A4 - 2.0T (New) (M6) quattro Sedan,29450.0,6.0,200.0,18.5,22.0,31.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-39337.jpg,2005 Audi A4,2005
2005 Audi A4 - 3.2 (New) (A6) quattro Quattro Station Wagon,36400.0,6.0,255.0,16.6,19.0,26.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-39342.jpg,2005 Audi A4,2005
2005 Audi A4 - 3.2 (New) (A6) quattro Sedan,35400.0,6.0,255.0,16.6,19.0,26.0,5.0,56.2,180.6,69.8,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-39343.jpg,2005 Audi A4,2005
2005 Audi A4 - T FrontTrak FrontTrak Cabriolet,35750.0,0.0,170.0,18.5,23.0,30.0,4.0,54.8,180.0,70.0,104.5,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-39416.jpg,2005 Audi A4,2005
2005 Audi A4 - 3.0 FrontTrak FrontTrak Cabriolet,42300.0,0.0,220.0,18.5,21.0,29.0,4.0,54.8,180.0,70.0,104.5,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-39417.jpg,2005 Audi A4,2005
2005 Audi A4 - quattro Quattro Cabriolet,44250.0,5.0,220.0,16.6,18.0,26.0,4.0,54.8,180.0,70.0,104.5,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-39418.jpg,2005 Audi A4,2005
2005 Audi A4 - T Special Edition Pkg (M5) FrontTrak FrontTrak Sed,25800.0,5.0,170.0,18.5,22.0,31.0,5.0,56.2,179.0,69.5,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-59531.jpg,2005 Audi A4,2005
2005 Audi A4 - 3.0 Special Edition Pkg FrontTrak FrontTrak Sedan,31950.0,0.0,220.0,18.5,21.0,29.0,5.0,56.2,179.0,69.5,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-59533.jpg,2005 Audi A4,2005
2005 Audi A4 - T Special Edition Pkg (M6) quattro Quattro Station,29150.0,6.0,170.0,16.6,21.0,30.0,5.0,57.2,179.0,69.5,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-59534.jpg,2005 Audi A4,2005
2005 Audi A4 - 3.0 Special Edition Pkg (M6) quattro Quattro Stati,34590.0,6.0,220.0,17.4,18.0,26.0,5.0,57.2,179.0,69.5,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-59536.jpg,2005 Audi A4,2005
2005 Audi A4 - T Special Edition Pkg (M6) quattro Sedan,28150.0,6.0,170.0,17.4,21.0,30.0,5.0,56.2,179.0,69.5,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-59538.jpg,2005 Audi A4,2005
2005 Audi A4 - 3.0 Special Edition Pkg (M6) quattro Sedan,33590.0,6.0,220.0,17.4,18.0,26.0,5.0,56.2,179.0,69.5,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-59540.jpg,2005 Audi A4,2005
2005 Audi A4 - T (M5) FrontTrak FrontTrak Sedan,25800.0,5.0,170.0,18.5,22.0,31.0,5.0,56.2,179.0,69.5,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-62779.jpg,2005 Audi A4,2005
2005 Audi A4 - 3.0 (Multitronic) FrontTrak FrontTrak Sedan,31950.0,0.0,220.0,18.5,21.0,29.0,5.0,56.2,179.0,69.5,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-62781.jpg,2005 Audi A4,2005
2005 Audi A4 - T (M6) quattro Quattro Station Wagon,29150.0,6.0,170.0,16.6,21.0,30.0,5.0,57.2,179.0,69.5,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-62782.jpg,2005 Audi A4,2005
2005 Audi A4 - 3.0 (M6) quattro Quattro Station Wagon,34590.0,6.0,220.0,17.4,18.0,26.0,5.0,57.2,179.0,69.5,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-62784.jpg,2005 Audi A4,2005
2005 Audi A4 - T (M6) quattro Sedan,28150.0,6.0,170.0,17.4,21.0,30.0,5.0,56.2,179.0,69.5,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-62786.jpg,2005 Audi A4,2005
2005 Audi A4 - 3.0 (M6) quattro Sedan,33590.0,6.0,220.0,17.4,18.0,26.0,5.0,56.2,179.0,69.5,104.3,2.0,img.autobytel.com/2005/audi/a4/2-550-oemexteriorfront-62788.jpg,2005 Audi A4,2005
2004 Audi A4 - T (EOP Nov/03) (M5) FrontTrak FrontTrak Sedan,25250.0,5.0,170.0,18.5,22.0,31.0,5.0,56.2,179.0,69.5,104.3,2.0,img.autobytel.com/2004/audi/a4/2-550-oemexteriorfront-32312.jpg,2004 Audi A4,2004
2004 Audi A4 - T (EOP Nov/03) (M6) quattro Sedan,27450.0,6.0,170.0,17.4,21.0,30.0,5.0,56.2,179.0,69.5,104.3,2.0,img.autobytel.com/2004/audi/a4/2-550-oemexteriorfront-32313.jpg,2004 Audi A4,2004
