,msrp,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Overall height,Overall Length,Overall Width,Wheelbase,Recommended fuel,img,model,year
2007 Audi RS 4 - Base,66000.0,6.0,420.0,16.6,14.0,21.0,5.0,55.7,180.7,76.1,104.3,2.0,img.autobytel.com/2007/audi/rs-4/2-550-oemexteriorview-41757.jpg,2007 Audi RS 4,2007
2023 Audi S8 - 4.0T,120500.0,8.0,563.0,21.7,15.0,23.0,5.0,58.6,209.0,76.6,123.2,2.0,img.autobytel.com/2023/audi/s8/2-550-oem-exterior-front1300-100587.jpg,2023 Audi S8,2023
2022 Audi S8 - 4.0T,116900.0,8.0,563.0,21.7,14.0,23.0,5.0,58.6,209.0,76.6,123.2,2.0,img.autobytel.com/2022/audi/s8/2-550-oem-exterior-front1300-100385.jpg,2022 Audi S8,2022
2021 Audi S8 - 4.0T,130900.0,8.0,563.0,21.7,13.0,22.0,5.0,58.6,209.0,76.6,123.2,2.0,img.autobytel.com/2021/audi/s8/2-550-oemexteriorfront1300-93901.JPG,2021 Audi S8,2021
2020 Audi S8 - 4.0T,129500.0,8.0,563.0,21.7,13.0,22.0,5.0,58.6,209.0,76.6,123.1,2.0,img.autobytel.com/2020/audi/s8/2-550-oemexteriorfront1300-93698.JPG,2020 Audi S8,2020
2018 Audi S8 - 4.0T Plus,115900.0,8.0,605.0,21.7,14.0,24.0,5.0,57.4,202.6,76.7,117.9,2.0,img.autobytel.com/2018/audi/s8/2-550-oemexteriorfront1300-83706.jpg,2018 Audi S8,2018
2015 Audi S8 - 4.0T,114900.0,8.0,520.0,21.7,17.0,27.0,5.0,57.5,202.2,76.7,117.8,2.0,img.autobytel.com/2015/audi/s8/2-550-oemexteriorfront1300-73797.jpg,2015 Audi S8,2015
2014 Audi S8 - Base,112500.0,8.0,520.0,23.8,15.0,26.0,5.0,57.5,202.2,76.7,117.8,2.0,img.autobytel.com/2014/audi/s8/3-550-060314%20audi%20s8%202014-71276.jpg,2014 Audi S8,2014
2013 Audi S8 - Base,110000.0,8.0,520.0,23.8,15.0,26.0,5.0,57.5,202.2,76.7,117.8,2.0,img.autobytel.com/2013/audi/s8/3-550-s8-68616.jpg,2013 Audi S8,2013
2007 Audi S8 - Base,92000.0,6.0,450.0,23.8,14.0,20.0,5.0,56.1,199.3,74.7,115.9,2.0,img.autobytel.com/2007/audi/s8/2-550-oemexteriorfront-43267.jpg,2007 Audi S8,2007
2003 Audi S8 - Base,72500.0,5.0,360.0,23.8,15.0,21.0,5.0,55.8,198.2,79.0,113.4,2.0,img.autobytel.com/2003/audi/s8/2-550-oemexteriorfront-26763.jpg,2003 Audi S8,2003
2023 Audi e-tron GT - Premium Plus,104900.0,2.0,469.0,0.0,81.0,83.0,5.0,55.6,196.4,77.3,114.1,1.0,img.autobytel.com/2023/audi/e-tron-gt/2-550-oem-exterior-front1300-100612.jpg,2023 Audi e-tron GT,2023
2022 Audi e-tron GT - Premium Plus,102400.0,2.0,469.0,0.0,81.0,83.0,5.0,55.6,196.4,77.3,114.1,1.0,img.autobytel.com/2022/audi/e-tron-gt/2-550-oem-exterior-front1300-97050.jpg,2022 Audi e-tron GT,2022
2023 Audi RS 5 - quattro Coupe,77900.0,8.0,444.0,15.3,18.0,26.0,4.0,54.0,186.0,73.5,108.9,2.0,img.autobytel.com/2023/audi/rs-5/2-550-oem-exterior-front1300-100604.jpg,2023 Audi RS 5,2023
2023 Audi RS 5 - quattro Sportback,78200.0,8.0,444.0,15.3,18.0,25.0,5.0,55.1,188.3,73.5,111.3,2.0,img.autobytel.com/2023/audi/rs-5/2-550-oem-exterior-front1300-100605.jpg,2023 Audi RS 5,2023
2022 Audi RS 5 - quattro Coupe,75900.0,8.0,444.0,15.3,18.0,25.0,4.0,54.0,186.0,73.5,108.9,2.0,img.autobytel.com/2022/audi/rs-5/2-550-oem-exterior-front1300-97759.jpg,2022 Audi RS 5,2022
2022 Audi RS 5 - quattro Sportback,76200.0,8.0,444.0,15.3,18.0,25.0,5.0,55.1,188.3,73.5,111.3,2.0,img.autobytel.com/2022/audi/rs-5/2-550-oem-exterior-front1300-97760.jpg,2022 Audi RS 5,2022
2021 Audi RS 5 - quattro Coupe,75100.0,8.0,444.0,15.3,18.0,25.0,4.0,54.0,186.0,73.5,108.9,2.0,img.autobytel.com/2021/audi/rs-5/2-550-oem-exterior-front1300-96181.jpg,2021 Audi RS 5,2021
2021 Audi RS 5 - quattro Sportback,75400.0,8.0,444.0,15.3,18.0,25.0,5.0,55.1,188.3,73.5,111.3,2.0,img.autobytel.com/2021/audi/rs-5/2-550-oem-exterior-front1300-96182.jpg,2021 Audi RS 5,2021
2019 Audi RS 5 - quattro Coupe,74200.0,8.0,444.0,15.3,18.0,27.0,4.0,53.5,186.0,73.4,108.9,2.0,img.autobytel.com/2019/audi/rs-5/2-550-oemexteriorfront1300-89670.jpg,2019 Audi RS 5,2019
2019 Audi RS 5 - quattro Sportback,74200.0,8.0,444.0,15.3,17.0,26.0,5.0,54.6,188.3,79.9,111.2,2.0,img.autobytel.com/2019/audi/rs-5/2-550-oemexteriorfront1300-89671.jpg,2019 Audi RS 5,2019
2018 Audi RS 5 - 2.9T,69900.0,8.0,444.0,15.3,18.0,26.0,4.0,53.5,185.9,73.4,108.9,2.0,img.autobytel.com/2018/audi/rs-5/2-550-oemexteriorfront1300-86847.jpg,2018 Audi RS 5,2018
2015 Audi RS 5 - quattro Coupe,70900.0,7.0,450.0,16.1,16.0,23.0,4.0,53.8,183.0,73.2,108.3,2.0,img.autobytel.com/2015/audi/rs-5/3-550-091614%202015%20audi%20rs5-74246.jpg,2015 Audi RS 5,2015
2015 Audi RS 5 - quattro Cabriolet,79200.0,7.0,450.0,16.1,16.0,22.0,4.0,54.4,182.1,73.0,108.3,2.0,img.autobytel.com/2015/audi/rs-5/3-550-091614%202015%20audi%20rs5-74247.jpg,2015 Audi RS 5,2015
2014 Audi RS 5 - quattro Coupe,69600.0,7.0,450.0,16.1,16.0,23.0,4.0,53.8,183.0,73.2,108.3,2.0,img.autobytel.com/2014/audi/rs-5/2-550-threequartersview-71458.jpg,2014 Audi RS 5,2014
2014 Audi RS 5 - quattro Cabriolet,77900.0,7.0,450.0,16.1,16.0,22.0,4.0,54.4,182.1,73.0,108.3,2.0,img.autobytel.com/2014/audi/rs-5/2-550-oemexteriorfront-71459.jpg,2014 Audi RS 5,2014
2013 Audi RS 5 - quattro Coupe,68900.0,7.0,450.0,16.1,16.0,23.0,4.0,53.8,183.0,73.2,108.3,2.0,img.autobytel.com/2013/audi/rs-5/2-550-oemexteriorfront-68412.jpg,2013 Audi RS 5,2013
2013 Audi RS 5 - quattro Cabriolet,77900.0,7.0,450.0,16.1,16.0,22.0,4.0,54.4,182.1,73.0,108.3,2.0,img.autobytel.com/2013/audi/rs-5/2-550-oemexteriorfront-70588.jpg,2013 Audi RS 5,2013
2023 Audi Q3 - 40,36800.0,8.0,184.0,15.9,23.0,30.0,5.0,62.9,176.6,72.8,105.5,3.0,img.autobytel.com/550-no-img-avail.jpg,2023 Audi Q3,2023
2023 Audi Q3 - 45 S line,39200.0,8.0,228.0,15.9,21.0,28.0,5.0,62.9,176.6,72.8,105.5,3.0,img.autobytel.com/550-no-img-avail.jpg,2023 Audi Q3,2023
2022 Audi Q3 - 40,36400.0,8.0,184.0,15.9,23.0,30.0,5.0,62.9,176.6,72.8,105.5,3.0,img.autobytel.com/2022/audi/q3/2-550-oem-exterior-front1300-97773.jpg,2022 Audi Q3,2022
2022 Audi Q3 - 45 S line,38700.0,8.0,228.0,15.9,21.0,28.0,5.0,62.9,176.6,72.8,105.5,3.0,img.autobytel.com/2022/audi/q3/2-550-oem-exterior-front1300-97774.jpg,2022 Audi Q3,2022
2021 Audi Q3 - 45 S line Premium,36000.0,8.0,228.0,15.9,20.0,28.0,5.0,62.9,176.6,72.8,105.5,3.0,img.autobytel.com/2021/audi/q3/2-550-oemexteriorfront1300-93913.JPG,2021 Audi Q3,2021
2021 Audi Q3 - 40,34000.0,8.0,184.0,15.9,22.0,30.0,5.0,62.9,176.6,72.8,105.5,3.0,img.autobytel.com/2021/audi/q3/2-550-oem-exterior-front1300-96440.jpg,2021 Audi Q3,2021
2020 Audi Q3 - 45 Premium,34700.0,8.0,228.0,15.9,19.0,27.0,5.0,62.9,176.6,72.8,105.5,3.0,img.autobytel.com/2020/audi/q3/2-550-oemexteriorfront1300-92038.JPG,2020 Audi Q3,2020
2020 Audi Q3 - S line,36000.0,8.0,228.0,15.9,19.0,27.0,5.0,62.9,176.6,72.8,105.5,3.0,img.autobytel.com/2020/audi/q3/2-550-oemexteriorfront1300-92039.JPG,2020 Audi Q3,2020
2019 Audi Q3 - 2.0T Premium,34700.0,8.0,228.0,15.9,19.0,27.0,5.0,64.1,176.6,72.8,105.5,3.0,img.autobytel.com/2019/audi/q3/2-550-oemexteriorfront1300-90658.jpg,2019 Audi Q3,2019
2019 Audi Q3 - S line,36000.0,8.0,228.0,15.9,19.0,27.0,5.0,64.1,176.6,72.8,105.5,3.0,img.autobytel.com/2019/audi/q3/2-550-oemexteriorfront1300-90659.jpg,2019 Audi Q3,2019
2018 Audi Q3 - FWD,32900.0,6.0,200.0,16.9,20.0,28.0,5.0,62.5,172.8,72.1,102.5,2.0,img.autobytel.com/2018/audi/q3/2-550-oemexteriorfront1300-83312.jpg,2018 Audi Q3,2018
2018 Audi Q3 - AWD,35000.0,6.0,200.0,16.9,20.0,28.0,5.0,62.5,172.8,72.1,102.5,2.0,img.autobytel.com/2018/audi/q3/2-550-oemexteriorfront1300-83313.jpg,2018 Audi Q3,2018
2018 Audi Q3 - Sport FWD,33900.0,6.0,200.0,16.9,20.0,28.0,5.0,62.5,172.8,72.1,102.5,2.0,img.autobytel.com/2018/audi/q3/2-550-oemexteriorfront1300-86537.jpg,2018 Audi Q3,2018
2018 Audi Q3 - Sport AWD,36000.0,6.0,200.0,16.9,20.0,28.0,5.0,62.5,172.8,72.1,102.5,2.0,img.autobytel.com/2018/audi/q3/2-550-oemexteriorfront1300-86538.jpg,2018 Audi Q3,2018
2017 Audi Q3 - FWD,31800.0,6.0,200.0,16.9,20.0,28.0,5.0,62.6,172.8,72.1,102.5,2.0,img.autobytel.com/2017/audi/q3/2-550-oemexteriorfront1300-80680.jpg,2017 Audi Q3,2017
2017 Audi Q3 - AWD,33900.0,6.0,200.0,16.9,20.0,28.0,5.0,62.6,172.8,72.1,102.5,2.0,img.autobytel.com/2017/audi/q3/2-550-oemexteriorfront1300-80681.jpg,2017 Audi Q3,2017
2016 Audi Q3 - FWD,33700.0,6.0,200.0,16.9,20.0,29.0,5.0,62.6,172.8,72.1,102.5,2.0,img.autobytel.com/2016/audi/q3/2-550-oemexteriorfront1300-77075.jpg,2016 Audi Q3,2016
2016 Audi Q3 - AWD,35800.0,6.0,200.0,16.9,20.0,28.0,5.0,62.6,172.8,72.1,102.5,2.0,img.autobytel.com/2016/audi/q3/2-550-oemexteriorfront1300-77076.jpg,2016 Audi Q3,2016
2015 Audi Q3 - FWD,32500.0,6.0,200.0,16.9,20.0,29.0,5.0,62.6,172.6,72.1,102.5,2.0,img.autobytel.com/2015/audi/q3/2-550-oemexteriorfront1300-75183.jpg,2015 Audi Q3,2015
2015 Audi Q3 - AWD,34600.0,6.0,200.0,16.9,20.0,28.0,5.0,62.6,172.6,72.1,102.5,2.0,img.autobytel.com/2015/audi/q3/2-550-oemexteriorfront1300-75184.jpg,2015 Audi Q3,2015
2023 Audi Q5 - 40,44200.0,7.0,201.0,18.5,23.0,29.0,5.0,65.5,184.3,74.5,111.0,2.0,img.autobytel.com/2023/audi/q5/2-550-oem-exterior-front1300-100616.jpg,2023 Audi Q5,2023
2023 Audi Q5 - 45 S line,51000.0,7.0,261.0,18.5,22.0,29.0,5.0,65.4,184.6,74.5,111.0,2.0,img.autobytel.com/2023/audi/q5/2-550-oem-exterior-front1300-100618.jpg,2023 Audi Q5,2023
2023 Audi Q5 - 45 S line,51000.0,7.0,261.0,18.5,22.0,29.0,5.0,65.4,184.6,74.5,111.0,2.0,img.autobytel.com/2023/audi/q5/2-550-oem-exterior-front1300-100618.jpg,2023 Audi Q5,2023
2022 Audi Q5 - 45 S line Premium,50100.0,7.0,261.0,18.5,23.0,28.0,5.0,65.4,184.6,74.5,111.0,2.0,img.autobytel.com/2022/audi/q5/2-550-oem-exterior-front1300-97770.jpg,2022 Audi Q5,2022
2022 Audi Q5 - 45 S line Premium,50100.0,7.0,261.0,18.5,23.0,28.0,5.0,65.4,184.6,74.5,111.0,2.0,img.autobytel.com/2022/audi/q5/2-550-oem-exterior-front1300-97770.jpg,2022 Audi Q5,2022
2022 Audi Q5 - 40,43300.0,7.0,201.0,18.5,23.0,29.0,5.0,65.5,184.3,74.5,111.0,2.0,img.autobytel.com/2022/audi/q5/2-550-oem-exterior-front1300-100243.jpg,2022 Audi Q5,2022
2021 Audi Q5 - 45 Premium,47800.0,7.0,261.0,18.5,23.0,28.0,5.0,65.4,184.6,74.5,111.0,2.0,img.autobytel.com/2021/audi/q5/2-550-oem-exterior-front1300-96899.jpg,2021 Audi Q5,2021
2021 Audi Q5 - 45 Premium,47800.0,7.0,261.0,18.5,23.0,28.0,5.0,65.4,184.6,74.5,111.0,2.0,img.autobytel.com/2021/audi/q5/2-550-oem-exterior-front1300-96899.jpg,2021 Audi Q5,2021
2020 Audi Q5 - AWD,43300.0,7.0,248.0,18.5,22.0,28.0,5.0,65.3,183.6,74.5,111.0,2.0,img.autobytel.com/2020/audi/q5/2-550-oemexteriorfront1300-92699.JPG,2020 Audi Q5,2020
2020 Audi Q5 - Titanium,43300.0,7.0,248.0,18.5,22.0,28.0,5.0,65.3,183.6,74.5,111.0,2.0,img.autobytel.com/2020/audi/q5/2-550-oemexteriorfront1300-93808.JPG,2020 Audi Q5,2020
2019 Audi Q5 - 2.0T Premium,42950.0,7.0,248.0,18.5,22.0,27.0,5.0,65.3,183.6,74.5,111.0,2.0,img.autobytel.com/2019/audi/q5/2-550-oemexteriorfront1300-89674.jpg,2019 Audi Q5,2019
2018 Audi Q5 - 2.0T Premium,41500.0,7.0,252.0,18.5,23.0,27.0,5.0,65.3,183.6,74.5,111.0,2.0,img.autobytel.com/2018/audi/q5/2-550-oemexteriorfront1300-83310.jpg,2018 Audi Q5,2018
2018 Audi Q5 - Tech,44100.0,7.0,252.0,18.5,23.0,27.0,5.0,65.3,183.6,74.5,111.0,2.0,img.autobytel.com/2018/audi/q5/2-550-oemexteriorfront1300-87350.jpg,2018 Audi Q5,2018
2017 Audi Q5 - 2.0T,40900.0,8.0,220.0,19.8,20.0,27.0,5.0,65.2,182.6,74.7,110.5,2.0,img.autobytel.com/2017/audi/q5/2-550-oemexteriorfront1300-80658.jpg,2017 Audi Q5,2017
2017 Audi Q5 - 3.0T Plus,46400.0,8.0,272.0,19.8,18.0,26.0,5.0,65.2,182.6,74.7,110.5,2.0,img.autobytel.com/2017/audi/q5/2-550-oemexteriorfront1300-80659.jpg,2017 Audi Q5,2017
2015 Audi Q5 - 2.0T,39300.0,8.0,220.0,19.8,20.0,28.0,5.0,65.2,182.6,74.7,110.5,2.0,img.autobytel.com/2015/audi/q5/3-550-091614%202015%20audi%20q5-74140.jpg,2015 Audi Q5,2015
2015 Audi Q5 - 3.0T Plus,45400.0,8.0,272.0,19.8,18.0,26.0,5.0,65.2,182.6,74.7,110.5,2.0,img.autobytel.com/2015/audi/q5/3-550-091614%202015%20audi%20q5-74141.jpg,2015 Audi Q5,2015
2015 Audi Q5 - 3.0 TDI Plus,47500.0,8.0,240.0,19.8,24.0,31.0,5.0,65.2,182.6,74.7,110.5,0.0,img.autobytel.com/2015/audi/q5/3-550-091614%202015%20audi%20q5-74142.jpg,2015 Audi Q5,2015
2014 Audi Q5 - 2.0T Premium,37300.0,8.0,220.0,19.8,20.0,28.0,5.0,65.2,182.6,74.7,110.5,2.0,img.autobytel.com/2014/audi/q5/3-550-060314%20audi%20q5%202014-71090.jpg,2014 Audi Q5,2014
2014 Audi Q5 - 3.0T Premium Plus,44400.0,8.0,272.0,19.8,18.0,26.0,5.0,65.2,182.6,74.7,110.5,2.0,img.autobytel.com/2014/audi/q5/3-550-060314%20audi%20q5%202014-71091.jpg,2014 Audi Q5,2014
2014 Audi Q5 - 3.0 TDI Premium Plus,46500.0,8.0,240.0,19.8,24.0,31.0,5.0,65.2,182.6,74.7,110.5,0.0,img.autobytel.com/2014/audi/q5/3-550-060314%20audi%20q5%202014-71092.jpg,2014 Audi Q5,2014
2012 Audi Q5 - 2.0T Premium (Tiptronic),35600.0,8.0,211.0,19.8,20.0,27.0,5.0,65.1,182.2,74.7,110.5,2.0,img.autobytel.com/2012/audi/q5/2-550-oemexteriorfront-66360.jpg,2012 Audi Q5,2012
2012 Audi Q5 - 3.2 Premium Plus (Tiptronic),43000.0,6.0,270.0,19.8,18.0,23.0,5.0,65.1,182.2,74.7,110.5,2.0,img.autobytel.com/2012/audi/q5/2-550-oemexteriorfront-66361.jpg,2012 Audi Q5,2012
2011 Audi Q5 - 2.0T,35200.0,8.0,211.0,19.8,20.0,27.0,5.0,65.1,182.2,74.0,110.5,2.0,img.autobytel.com/2011/audi/q5/2-550-oemexteriorfront-63817.jpg,2011 Audi Q5,2011
2011 Audi Q5 - 3.2 Plus,42500.0,6.0,270.0,19.8,18.0,23.0,5.0,65.1,182.2,74.0,110.5,2.0,img.autobytel.com/2011/audi/q5/2-550-oemexteriorfront-63818.jpg,2011 Audi Q5,2011
2023 Audi TTS - 2.0T,61900.0,7.0,288.0,14.5,23.0,31.0,4.0,53.3,165.0,72.1,98.6,2.0,img.autobytel.com/2023/audi/tts/2-550-oem-exterior-front1300-100601.jpg,2023 Audi TTS,2023
2022 Audi TTS - 2.0T,60200.0,7.0,288.0,14.5,23.0,31.0,4.0,53.3,165.0,72.1,98.6,2.0,img.autobytel.com/2022/audi/tts/2-550-oem-exterior-front1300-97756.jpg,2022 Audi TTS,2022
2021 Audi TTS - 2.0T,59500.0,7.0,288.0,14.5,23.0,29.0,4.0,53.3,165.0,72.1,98.6,2.0,img.autobytel.com/2021/audi/tts/2-550-oem-exterior-front1300-94944.jpg,2021 Audi TTS,2021
2020 Audi TTS - 2.0T,54500.0,7.0,288.0,14.5,23.0,29.0,4.0,53.3,165.0,72.1,98.6,2.0,img.autobytel.com/2020/audi/tts/2-550-oemexteriorfront1300-92033.JPG,2020 Audi TTS,2020
2019 Audi TTS - 2.0T,53800.0,7.0,288.0,14.5,23.0,29.0,4.0,52.8,165.0,72.1,98.6,2.0,img.autobytel.com/2019/audi/tts/2-550-oemexteriorfront1300-89879.jpg,2019 Audi TTS,2019
2018 Audi TTS - 2.0T,52950.0,6.0,292.0,14.5,23.0,27.0,4.0,52.8,165.0,72.1,98.6,2.0,img.autobytel.com/2018/audi/tts/2-550-oemexteriorfront1300-83714.jpg,2018 Audi TTS,2018
2015 Audi TTS - quattro Roadster,51700.0,6.0,265.0,15.9,22.0,31.0,2.0,53.1,165.3,72.5,97.2,2.0,img.autobytel.com/2015/audi/tts/3-550-091614%202015%20audi%20tts-73205.jpg,2015 Audi TTS,2015
2015 Audi TTS - quattro Coupe,48700.0,6.0,265.0,15.9,22.0,31.0,4.0,53.0,165.3,72.5,97.2,2.0,img.autobytel.com/2015/audi/tts/3-550-091614%202015%20audi%20tts-73206.jpg,2015 Audi TTS,2015
2014 Audi TTS - quattro Roadster,51700.0,6.0,265.0,15.9,22.0,31.0,2.0,53.1,165.3,72.5,97.2,2.0,img.autobytel.com/2014/audi/tts/2-550-oemexteriorfront-71277.jpg,2014 Audi TTS,2014
2014 Audi TTS - quattro Coupe,48700.0,6.0,265.0,15.9,22.0,31.0,4.0,53.0,165.3,72.5,97.2,2.0,img.autobytel.com/2014/audi/tts/2-550-oemexteriorfront-71278.jpg,2014 Audi TTS,2014
2013 Audi TTS - Premium Plus quattro Coupe,47350.0,6.0,265.0,15.9,23.0,31.0,4.0,53.0,165.3,72.5,97.2,2.0,img.autobytel.com/2013/audi/tts/2-550-oemexteriorfront-68622.jpg,2013 Audi TTS,2013
2012 Audi TTS - Premium Plus (S tronic) quattro Roadster,50000.0,6.0,265.0,15.9,23.0,31.0,2.0,53.1,165.3,72.5,97.2,2.0,img.autobytel.com/2012/audi/tts/2-550-oemexteriorfront-66357.jpg,2012 Audi TTS,2012
2012 Audi TTS - Premium Plus (S tronic) quattro Coupe,47000.0,6.0,265.0,15.9,23.0,31.0,4.0,53.0,165.3,72.5,97.2,2.0,img.autobytel.com/2012/audi/tts/2-550-oemexteriorfront-66358.jpg,2012 Audi TTS,2012
2011 Audi TTS - quattro Roadster,50000.0,6.0,265.0,15.9,21.0,29.0,2.0,53.1,165.3,72.5,97.2,2.0,img.autobytel.com/2011/audi/tts/2-550-oemexteriorfront-63814.jpg,2011 Audi TTS,2011
2011 Audi TTS - quattro Coupe,47000.0,6.0,265.0,15.9,21.0,29.0,4.0,53.0,165.3,72.5,97.2,2.0,img.autobytel.com/2011/audi/tts/2-550-oemexteriorfront-63815.jpg,2011 Audi TTS,2011
2015 Audi Q5 hybrid - 2.0T Prestige,51900.0,8.0,211.0,19.0,24.0,30.0,5.0,65.0,182.6,74.7,110.5,2.0,img.autobytel.com/2015/audi/q5-hybrid/3-550-060314%20audi%20q5%20hybrid%202015-74143.jpg,2015 Audi Q5 hybrid,2015
2014 Audi Q5 hybrid - Base,51300.0,8.0,211.0,19.0,24.0,30.0,5.0,65.0,182.6,74.7,110.5,2.0,img.autobytel.com/2014/audi/q5-hybrid/3-550-060314%20audi%20q5%20hybrid%202014-71093.jpg,2014 Audi Q5 hybrid,2014
2013 Audi Q5 hybrid - Base,50900.0,8.0,211.0,19.0,24.0,30.0,5.0,65.0,182.6,74.7,110.5,2.0,img.autobytel.com/2013/audi/q5-hybrid/2-550-oemexteriorfront-69755.jpg,2013 Audi Q5 hybrid,2013
2023 Audi RS 3 - 2.5T,60900.0,7.0,401.0,14.5,20.0,29.0,5.0,55.6,178.8,72.9,103.6,2.0,img.autobytel.com/2023/audi/rs-3/2-550-oem-exterior-front1300-100609.jpg,2023 Audi RS 3,2023
2022 Audi RS 3 - 2.5T,58900.0,7.0,401.0,14.5,20.0,29.0,5.0,55.6,178.8,72.9,103.6,2.0,img.autobytel.com/2022/audi/rs-3/2-550-oem-exterior-front1300-100511.jpg,2022 Audi RS 3,2022
2020 Audi RS 3 - 2.5T,56200.0,7.0,394.0,14.5,19.0,28.0,5.0,55.0,176.3,70.7,103.6,2.0,img.autobytel.com/2020/audi/rs-3/2-550-oemexteriorfront1300-93805.JPG,2020 Audi RS 3,2020
2019 Audi RS 3 - 2.5T,56200.0,7.0,394.0,14.5,19.0,28.0,5.0,55.0,176.3,70.7,103.6,2.0,img.autobytel.com/2019/audi/rs-3/2-550-oemexteriorfront1300-89673.jpg,2019 Audi RS 3,2019
2018 Audi RS 3 - 2.5T,54900.0,7.0,400.0,14.5,19.0,28.0,5.0,55.0,176.3,70.7,103.6,2.0,img.autobytel.com/2018/audi/rs-3/2-550-oemexteriorfront1300-83722.jpg,2018 Audi RS 3,2018
2023 Audi S7 - 2.9T Premium,83500.0,8.0,444.0,19.3,19.0,26.0,5.0,55.8,196.0,75.1,115.3,2.0,img.autobytel.com/2023/audi/s7/2-550-oem-exterior-front1300-100606.jpg,2023 Audi S7,2023
2022 Audi S7 - 2.9T Premium Plus,84600.0,8.0,444.0,19.3,18.0,28.0,5.0,55.8,196.0,75.1,115.3,2.0,img.autobytel.com/2022/audi/s7/2-550-oem-exterior-front1300-97761.jpg,2022 Audi S7,2022
2021 Audi S7 - 2.9T Premium Plus,84400.0,8.0,444.0,19.3,18.0,28.0,5.0,55.8,196.0,75.1,115.3,2.0,img.autobytel.com/2021/audi/s7/2-550-oemexteriorfront1300-93909.JPG,2021 Audi S7,2021
2020 Audi S7 - 2.9T Premium Plus,83900.0,8.0,444.0,19.3,18.0,28.0,5.0,55.8,196.0,75.1,115.3,2.0,img.autobytel.com/2020/audi/s7/2-550-oemexteriorfront1300-92035.JPG,2020 Audi S7,2020
2018 Audi S7 - 4.0T Premium Plus,81200.0,7.0,450.0,19.8,16.0,24.0,4.0,55.0,196.3,75.2,114.8,2.0,img.autobytel.com/2018/audi/s7/2-550-oemexterior3/4frontrightfacing1308-83717.jpg,2018 Audi S7,2018
2015 Audi S7 - 4.0T,82500.0,7.0,420.0,19.8,17.0,27.0,4.0,55.9,195.6,75.2,114.7,2.0,img.autobytel.com/2015/audi/s7/3-550-060314%20audi%20s7%202015-74139.jpg,2015 Audi S7,2015
2014 Audi S7 - Base,80200.0,7.0,420.0,19.8,17.0,27.0,4.0,55.9,195.6,75.2,114.7,2.0,img.autobytel.com/2014/audi/s7/3-550-060314%20audi%20s7%202014-71281.jpg,2014 Audi S7,2014
2013 Audi S7 - Base,78800.0,7.0,420.0,19.8,17.0,27.0,4.0,55.9,195.6,75.2,114.7,2.0,img.autobytel.com/2013/audi/s7/3-550-s7-68625.jpg,2013 Audi S7,2013
2023 Audi S6 - 2.9T Premium,73700.0,8.0,444.0,19.3,19.0,26.0,5.0,56.9,195.0,74.3,115.3,2.0,img.autobytel.com/2023/audi/s6/2-550-oem-exterior-front1300-100582.jpg,2023 Audi S6,2023
2022 Audi S6 - 2.9T Premium Plus,74800.0,8.0,444.0,19.3,18.0,28.0,5.0,56.9,195.0,74.3,115.3,2.0,img.autobytel.com/2022/audi/s6/2-550-oem-exterior-front1300-97739.jpg,2022 Audi S6,2022
2021 Audi S6 - 2.9T Premium Plus,74400.0,8.0,444.0,19.3,18.0,28.0,5.0,56.9,195.0,74.3,115.3,2.0,img.autobytel.com/2021/audi/s6/2-550-oemexteriorfront1300-93897.JPG,2021 Audi S6,2021
2020 Audi S6 - 2.9T Premium Plus,73900.0,8.0,444.0,19.3,18.0,28.0,5.0,56.9,195.0,74.3,115.3,2.0,img.autobytel.com/2020/audi/s6/2-550-oemexteriorfront1300-92595.JPG,2020 Audi S6,2020
2018 Audi S6 - 4.0T Premium Plus,71900.0,7.0,450.0,19.8,16.0,24.0,5.0,56.8,194.4,73.8,114.8,2.0,img.autobytel.com/2018/audi/s6/2-550-oemexteriorprofilerightfacing1310-83701.jpg,2018 Audi S6,2018
2015 Audi S6 - 4.0T,75500.0,7.0,420.0,19.8,17.0,27.0,5.0,57.8,193.9,73.8,114.7,2.0,img.autobytel.com/2015/audi/s6/3-550-091614%202015%20audi%20s6-74128.jpg,2015 Audi S6,2015
2014 Audi S6 - Base,73400.0,7.0,420.0,19.8,17.0,27.0,5.0,57.8,193.9,73.8,114.7,2.0,img.autobytel.com/2014/audi/s6/2-550-oemexteriorfront-71265.jpg,2014 Audi S6,2014
2013 Audi S6 - Base,71900.0,7.0,420.0,19.8,17.0,27.0,5.0,57.8,193.9,73.8,114.7,2.0,img.autobytel.com/2013/audi/s6/3-550-s6-68612.jpg,2013 Audi S6,2013
2011 Audi S6 - Base,76100.0,6.0,435.0,21.1,14.0,19.0,5.0,57.0,193.5,73.4,112.1,2.0,img.autobytel.com/2011/audi/s6/2-550-oemexteriorfront-63798.jpg,2011 Audi S6,2011
2008 Audi S6 - Base,72350.0,6.0,435.0,21.1,14.0,19.0,5.0,57.0,193.5,79.2,112.1,2.0,img.autobytel.com/2008/audi/s6/2-550-oemexteriorfront-45834.jpg,2008 Audi S6,2008
2003 Audi S6 - Base,58700.0,5.0,340.0,21.7,15.0,21.0,5.0,57.0,193.4,76.1,108.6,2.0,img.autobytel.com/2003/audi/s6/2-550-oemexteriorfront-26762.jpg,2003 Audi S6,2003
